Time[ms], Volt[V],AVE角速度,角加速度,,MAX角加速度
14615,0.706,-8.464,17.65,,
14620,0.688,-8.37575,11.95,,
14625,0.671,-8.316,8.4,,
14630,0.654,-8.274,11.75,,
14635,0.637,-8.21525,7.45,,
14640,0.62,-8.178,22.3,,
14645,0.603,-8.0665,2.4,,
14650,0.587,-8.0545,9.9,,
14655,0.571,-8.005,11.05,,
14660,0.555,-7.94975,9.5,,
14665,0.539,-7.90225,7.4,,
14670,0.524,-7.86525,15.25,,
14675,0.508,-7.789,6.8,,
14680,0.493,-7.755,13.85,,
14685,0.478,-7.68575,3.4,,
14690,0.464,-7.66875,14.5,,
14695,0.449,-7.59625,9.15,,
14700,0.435,-7.5505,7.3,,
14705,0.421,-7.514,15.15,,
14710,0.407,-7.43825,9.15,,
14715,0.394,-7.3925,9.95,,
14720,0.381,-7.34275,12.65,,
14725,0.367,-7.2795,14.3,,
14730,0.355,-7.208,7.7,,
14735,0.342,-7.1695,6.65,,
14740,0.329,-7.13625,12.8,,
14745,0.317,-7.07225,10.15,,
14750,0.305,-7.0215,7.6,,
14755,0.294,-6.9835,14.4,,
14760,0.282,-6.9115,19.6,,
14765,0.271,-6.8135,4.7,,
14770,0.26,-6.79,10.25,,
14775,0.249,-6.73875,7.65,,
14780,0.238,-6.7005,18.6,,
14785,0.228,-6.6075,5.4,,
14790,0.218,-6.5805,10.9,,
14795,0.208,-6.526,5.05,,
14800,0.198,-6.50075,22.15,,
14805,0.188,-6.39,6.95,,
14810,0.179,-6.35525,12.3,,
14815,0.17,-6.29375,11.55,,
14820,0.161,-6.236,11.8,,
14825,0.153,-6.177,11.8,,
14830,0.144,-6.118,10.7,,
14835,0.136,-6.0645,10.4,,
14840,0.128,-6.0125,14.8,,
14845,0.121,-5.9385,11.8,,
14850,0.113,-5.8795,6.15,,
14855,0.106,-5.84875,22,,
14860,0.099,-5.73875,9.15,,
14865,0.093,-5.693,15.85,,
14870,0.086,-5.61375,14.7,,
14875,0.08,-5.54025,7.75,,
14880,0.074,-5.5015,21.9,,
14885,0.068,-5.392,6.55,,
14890,0.062,-5.35925,17.85,,
14895,0.057,-5.27,3.15,,
14900,0.052,-5.25425,28.5,,
14905,0.047,-5.11175,3.95,,
14910,0.043,-5.092,17.6,,
14915,0.038,-5.004,14.75,,
14920,0.034,-4.93025,12.4,,
14925,0.03,-4.86825,5.85,,
14930,0.027,-4.839,22.15,,
14935,0.023,-4.72825,9.2,,
14940,0.02,-4.68225,12.65,,
14945,0.017,-4.619,21.55,,
14950,0.014,-4.51125,9.1,,
14955,0.012,-4.46575,19.95,,
14960,0.01,-4.366,12.1,,
14965,0.008,-4.3055,17.35,,
14970,0.006,-4.21875,7.55,,
14975,0.004,-4.181,19,,
14980,0.003,-4.086,12.7,,
14985,0.002,-4.0225,13.5,,
14990,0.001,-3.955,10.25,,
14995,0,-3.90375,13.25,,
15000,0,-3.8375,17.25,,
15005,0,-3.75125,15,,
15010,0,-3.67625,,,
