Time[ms], Volt[V],AVE角速度,角加速度,,MAX角加速度
7275,6.864,-16.579,1.25,,
7280,6.845,-16.57275,10.4,,
7285,6.826,-16.52075,2.55,,
7290,6.808,-16.508,13.95,,
7295,6.789,-16.43825,7.6,,
7300,6.77,-16.40025,14.25,,
7305,6.752,-16.329,5.9,,
7310,6.733,-16.2995,9.2,,
7315,6.714,-16.2535,12.25,,
7320,6.695,-16.19225,17.7,,
7325,6.677,-16.10375,6.6,,
7330,6.658,-16.07075,12.4,,
7335,6.639,-16.00875,7.85,,
7340,6.62,-15.9695,19.65,,
7345,6.602,-15.87125,6.25,,
7350,6.583,-15.84,15.7,,
7355,6.564,-15.7615,8.1,,
7360,6.545,-15.721,1.2,,
7365,6.527,-15.715,4.9,,
7370,6.508,-15.6905,9.4,,
7375,6.489,-15.6435,4.45,,
7380,6.47,-15.62125,3.85,,
7385,6.452,-15.602,5.35,,
7390,6.433,-15.57525,-3.05,,
7395,6.414,-15.5905,5.75,,
7400,6.395,-15.56175,1.25,,
7405,6.376,-15.5555,-2.2,,
7410,6.357,-15.5665,-4.2,,
7415,6.339,-15.5875,3.75,,
7420,6.32,-15.56875,-19.9,,
7425,6.301,-15.66825,8.65,,
7430,6.282,-15.625,-4.45,,
7435,6.263,-15.64725,-3.05,,
7440,6.245,-15.6625,-1.75,,
7445,6.226,-15.67125,-3.6,,
7450,6.207,-15.68925,-13.25,,
7455,6.188,-15.7555,4.15,,
7460,6.169,-15.73475,3.05,,
7465,6.15,-15.7195,9.6,,
7470,6.131,-15.6715,-12,,
7475,6.113,-15.7315,-0.75,,
7480,6.094,-15.73525,7,,
7485,6.075,-15.70025,6.05,,
7490,6.056,-15.67,2.35,,
7495,6.037,-15.65825,15.75,,
7500,6.018,-15.5795,3.55,,
7505,6,-15.56175,5.45,,
7510,5.981,-15.5345,7.65,,
7515,5.962,-15.49625,16.05,,
7520,5.943,-15.416,2.95,,
7525,5.924,-15.40125,23.4,,
7530,5.905,-15.28425,3.95,,
7535,5.886,-15.2645,17.4,,
7540,5.868,-15.1775,-0.6,,
7545,5.849,-15.1805,15.5,,
7550,5.83,-15.103,10.65,,
7555,5.811,-15.04975,22.2,,
7560,5.792,-14.93875,1.9,,
7565,5.773,-14.92925,14.5,,
7570,5.755,-14.85675,9.75,,
7575,5.736,-14.808,4.3,,
7580,5.717,-14.7865,8.8,,
7585,5.698,-14.7425,7.55,,
7590,5.679,-14.70475,4.3,,
7595,5.66,-14.68325,4.4,,
7600,5.642,-14.66125,9.95,,
7605,5.623,-14.6115,5.05,,
7610,5.604,-14.58625,2.95,,
7615,5.585,-14.5715,6.1,,
7620,5.566,-14.541,6.4,,
7625,5.548,-14.509,0,,
7630,5.529,-14.509,3.75,,
7635,5.51,-14.49025,-1.6,,
7640,5.491,-14.49825,6.6,,
7645,5.472,-14.46525,3.55,,
7650,5.454,-14.4475,1.05,,
7655,5.435,-14.44225,4.9,,
7660,5.416,-14.41775,1.55,,
7665,5.397,-14.41,2.35,,
7670,5.379,-14.39825,8.25,,
7675,5.36,-14.357,10.15,,
7680,5.341,-14.30625,-3.7,,
7685,5.322,-14.32475,4.75,,
7690,5.304,-14.301,15,,
7695,5.285,-14.226,10.1,,
7700,5.266,-14.1755,8.95,,
7705,5.248,-14.13075,-1.75,,
7710,5.229,-14.1395,22.2,,
7715,5.21,-14.0285,9.05,,
7720,5.191,-13.98325,13.4,,
7725,5.173,-13.91625,1.1,,
7730,5.154,-13.91075,15.2,,
7735,5.135,-13.83475,10.45,,
7740,5.117,-13.7825,3.05,,
7745,5.098,-13.76725,12.65,,
7750,5.08,-13.704,3.4,,
7755,5.061,-13.687,13.35,,
7760,5.042,-13.62025,4.85,,
7765,5.024,-13.596,12.8,,
7770,5.005,-13.532,3.95,,
7775,4.987,-13.51225,3.2,,
7780,4.968,-13.49625,-0.3,,
7785,4.949,-13.49775,14.9,,
7790,4.931,-13.42325,-0.45,,
7795,4.912,-13.4255,11.95,,
7800,4.894,-13.36575,5.3,,
7805,4.875,-13.33925,10.7,,
7810,4.857,-13.28575,-9.65,,
7815,4.838,-13.334,10.75,,
7820,4.82,-13.28025,-6.1,,
7825,4.801,-13.31075,5.6,,
7830,4.783,-13.28275,7.15,,
7835,4.764,-13.247,-0.1,,
7840,4.746,-13.2475,-11.8,,
7845,4.727,-13.3065,12.1,,
7850,4.709,-13.246,4.95,,
7855,4.691,-13.22125,-7.4,,
7860,4.672,-13.25825,5.75,,
7865,4.654,-13.2295,5.05,,
7870,4.636,-13.20425,1.6,,
7875,4.617,-13.19625,-4.25,,
7880,4.599,-13.2175,-2.35,,
7885,4.581,-13.22925,0.85,,
7890,4.562,-13.225,8.1,,
7895,4.544,-13.1845,-1.95,,
7900,4.526,-13.19425,3.8,,
7905,4.507,-13.17525,3.55,,
7910,4.489,-13.1575,7.45,,
7915,4.471,-13.12025,4.35,,
7920,4.453,-13.0985,0.05,,
7925,4.434,-13.09825,8,,
7930,4.416,-13.05825,2.3,,
7935,4.398,-13.04675,14.95,,
7940,4.38,-12.972,-3,,
7945,4.362,-12.987,16.7,,
7950,4.344,-12.9035,2.9,,
7955,4.326,-12.889,10.4,,
7960,4.307,-12.837,16.7,,
7965,4.289,-12.7535,2.4,,
7970,4.271,-12.7415,14.05,,
7975,4.253,-12.67125,5.8,,
7980,4.235,-12.64225,19.15,,
7985,4.217,-12.5465,2.6,,
7990,4.199,-12.5335,7,,
7995,4.181,-12.4985,5.95,,
8000,4.163,-12.46875,16.3,,
8005,4.145,-12.38725,1.5,,
8010,4.127,-12.37975,19.9,,
8015,4.11,-12.28025,5.35,,
8020,4.092,-12.2535,13.3,,
8025,4.074,-12.187,5.5,,
8030,4.056,-12.1595,5,,
8035,4.038,-12.1345,8.45,,
8040,4.02,-12.09225,2.7,,
8045,4.003,-12.07875,9.6,,
8050,3.985,-12.03075,8.35,,
8055,3.967,-11.989,9,,
8060,3.949,-11.944,1.35,,
8065,3.932,-11.93725,8.85,,
8070,3.914,-11.893,4.5,,
8075,3.896,-11.8705,5.8,,
8080,3.879,-11.8415,9.95,,
8085,3.861,-11.79175,6.65,,
8090,3.843,-11.7585,-0.75,,
8095,3.826,-11.76225,4.15,,
8100,3.808,-11.7415,5.5,,
8105,3.791,-11.714,1.1,,
8110,3.773,-11.7085,3.25,,
8115,3.756,-11.69225,1.95,,
8120,3.738,-11.6825,0.4,,
8125,3.721,-11.6805,-0.45,,
8130,3.703,-11.68275,8,,
8135,3.686,-11.64275,5,,
8140,3.669,-11.61775,-2.1,,
8145,3.651,-11.62825,11.45,,
8150,3.634,-11.571,3.45,,
8155,3.617,-11.55375,-0.05,,
8160,3.599,-11.554,-0.75,,
8165,3.582,-11.55775,11.6,,
8170,3.565,-11.49975,0.65,,
8175,3.548,-11.4965,6.65,,
8180,3.53,-11.46325,4.2,,
8185,3.513,-11.44225,4.9,,
8190,3.496,-11.41775,14.4,,
8195,3.479,-11.34575,6.15,,
8200,3.462,-11.315,-5.5,,
8205,3.445,-11.3425,14.35,,
8210,3.428,-11.27075,7.5,,
8215,3.411,-11.23325,7.55,,
8220,3.394,-11.1955,5.9,,
8225,3.377,-11.166,8.9,,
8230,3.36,-11.1215,1.2,,
8235,3.343,-11.1155,16.1,,
8240,3.326,-11.035,11.9,,
8245,3.309,-10.9755,-3.15,,
8250,3.292,-10.99125,5.3,,
8255,3.276,-10.96475,8.8,,
8260,3.259,-10.92075,-1.05,,
8265,3.242,-10.926,15.05,,
8270,3.225,-10.85075,-1.9,,
8275,3.209,-10.86025,13.95,,
8280,3.192,-10.7905,2.05,,
8285,3.175,-10.78025,3.5,,
8290,3.159,-10.76275,5.3,,
8295,3.142,-10.73625,6.15,,
8300,3.126,-10.7055,5.55,,
8305,3.109,-10.67775,1.55,,
8310,3.093,-10.67,7.45,,
8315,3.076,-10.63275,1.6,,
8320,3.06,-10.62475,10.65,,
8325,3.043,-10.5715,4.35,,
8330,3.027,-10.54975,3.55,,
8335,3.01,-10.532,6.3,,
8340,2.994,-10.5005,2.85,,
8345,2.978,-10.48625,5.4,,
8350,2.962,-10.45925,6,,
8355,2.945,-10.42925,-0.35,,
8360,2.929,-10.431,12.05,,
8365,2.913,-10.37075,4.2,,
8370,2.897,-10.34975,2.25,,
8375,2.881,-10.3385,3.8,,
8380,2.865,-10.3195,2.2,,
8385,2.848,-10.3085,-1.75,,
8390,2.832,-10.31725,14.9,,
8395,2.816,-10.24275,-0.1,,
8400,2.801,-10.24325,1,,
8405,2.785,-10.23825,8,,
8410,2.769,-10.19825,11.95,,
8415,2.753,-10.1385,1,,
8420,2.737,-10.1335,6.15,,
8425,2.721,-10.10275,5.55,,
8430,2.705,-10.075,1.05,,
8435,2.69,-10.06975,3.65,,
8440,2.674,-10.0515,-2.75,,
8445,2.658,-10.06525,9.65,,
8450,2.643,-10.017,11.85,,
8455,2.627,-9.95775,5.3,,
8460,2.611,-9.93125,11.45,,
8465,2.596,-9.874,-1.95,,
8470,2.58,-9.88375,3.4,,
8475,2.565,-9.86675,16.35,,
8480,2.55,-9.785,-0.65,,
8485,2.534,-9.78825,11.65,,
8490,2.519,-9.73,12.9,,
8495,2.503,-9.6655,0.45,,
8500,2.488,-9.66325,12.65,,
8505,2.473,-9.6,5.65,,
8510,2.458,-9.57175,6.75,,
8515,2.442,-9.538,16.35,,
8520,2.427,-9.45625,-2.2,,
8525,2.412,-9.46725,8.55,,
8530,2.397,-9.4245,13.35,,
8535,2.382,-9.35775,9.85,,
8540,2.367,-9.3085,9.2,,
8545,2.352,-9.2625,1.6,,
8550,2.337,-9.2545,9.1,,
8555,2.322,-9.209,7.1,,
8560,2.307,-9.1735,6.4,,
8565,2.292,-9.1415,14.35,,
8570,2.278,-9.06975,4.45,,
8575,2.263,-9.0475,6.35,,
8580,2.248,-9.01575,6.55,,
8585,2.233,-8.983,10.4,,
8590,2.219,-8.931,8.2,,
8595,2.204,-8.89,0.45,,
8600,2.19,-8.88775,12.1,,
8605,2.175,-8.82725,6,,
8610,2.161,-8.79725,-0.25,,
8615,2.146,-8.7985,14.05,,
8620,2.132,-8.72825,0.85,,
8625,2.117,-8.724,10.3,,
8630,2.103,-8.6725,2.35,,
8635,2.089,-8.66075,7.25,,
8640,2.074,-8.6245,6.65,,
8645,2.06,-8.59125,6.65,,
8650,2.046,-8.558,1.85,,
8655,2.032,-8.54875,12.8,,
8660,2.018,-8.48475,2.05,,
8665,2.004,-8.4745,7.8,,
8670,1.989,-8.4355,0.2,,
8675,1.975,-8.4345,3.3,,
8680,1.962,-8.418,5.55,,
8685,1.948,-8.39025,4.6,,
8690,1.934,-8.36725,3.65,,
8695,1.92,-8.349,9.6,,
8700,1.906,-8.301,-2.55,,
8705,1.892,-8.31375,10,,
8710,1.879,-8.26375,3.3,,
8715,1.865,-8.24725,6.7,,
8720,1.851,-8.21375,0.9,,
8725,1.838,-8.20925,3.15,,
8730,1.824,-8.1935,7.85,,
8735,1.811,-8.15425,4.25,,
8740,1.797,-8.133,-4.3,,
8745,1.784,-8.1545,10.35,,
8750,1.77,-8.10275,4.95,,
8755,1.757,-8.078,-0.6,,
8760,1.744,-8.081,7.45,,
8765,1.73,-8.04375,-3.9,,
8770,1.717,-8.06325,9.3,,
8775,1.704,-8.01675,-0.1,,
8780,1.691,-8.01725,17.05,,
8785,1.678,-7.932,-3.85,,
8790,1.665,-7.95125,9.1,,
8795,1.652,-7.90575,1.5,,
8800,1.639,-7.89825,2.25,,
8805,1.626,-7.887,10,,
8810,1.613,-7.837,3.5,,
8815,1.6,-7.8195,10.1,,
8820,1.587,-7.769,-1.3,,
8825,1.575,-7.7755,3.4,,
8830,1.562,-7.7585,8.05,,
8835,1.549,-7.71825,11.65,,
8840,1.537,-7.66,6.55,,
8845,1.524,-7.62725,6.85,,
8850,1.511,-7.593,7.35,,
8855,1.499,-7.55625,10.7,,
8860,1.487,-7.50275,7.05,,
8865,1.474,-7.4675,13.75,,
8870,1.462,-7.39875,0.7,,
8875,1.449,-7.39525,6.45,,
8880,1.437,-7.363,8.8,,
8885,1.425,-7.319,10,,
8890,1.413,-7.269,11.55,,
8895,1.401,-7.21125,11.1,,
8900,1.389,-7.15575,10.55,,
8905,1.377,-7.103,10.9,,
8910,1.365,-7.0485,3.55,,
8915,1.353,-7.03075,13.9,,
8920,1.341,-6.96125,2.95,,
8925,1.329,-6.9465,14.7,,
8930,1.317,-6.873,7,,
8935,1.305,-6.838,12.75,,
8940,1.294,-6.77425,8.7,,
8945,1.282,-6.73075,12.25,,
8950,1.27,-6.6695,5,,
8955,1.259,-6.6445,2.8,,
8960,1.247,-6.6305,16.55,,
8965,1.236,-6.54775,9.15,,
8970,1.224,-6.502,9.1,,
8975,1.213,-6.4565,9.45,,
8980,1.202,-6.40925,9.2,,
8985,1.19,-6.36325,12.35,,
8990,1.179,-6.3015,-1.5,,
8995,1.168,-6.309,10.85,,
9000,1.157,-6.25475,14.85,,
9005,1.146,-6.1805,10.15,,
9010,1.134,-6.12975,-0.5,,
9015,1.123,-6.13225,13.95,,
9020,1.113,-6.0625,1.8,,
9025,1.102,-6.0535,18.85,,
9030,1.091,-5.95925,1.1,,
9035,1.08,-5.95375,11.2,,
9040,1.069,-5.89775,11.35,,
9045,1.058,-5.841,4.65,,
9050,1.048,-5.81775,5.05,,
9055,1.037,-5.7925,10.55,,
9060,1.027,-5.73975,9.25,,
9065,1.016,-5.6935,-2.05,,
9070,1.006,-5.70375,17.3,,
9075,0.995,-5.61725,2.05,,
9080,0.985,-5.607,9.95,,
9085,0.975,-5.55725,6.4,,
9090,0.964,-5.52525,13.3,,
9095,0.954,-5.45875,0.1,,
9100,0.944,-5.45825,5.2,,
9105,0.934,-5.43225,9.15,,
9110,0.924,-5.3865,7.75,,
9115,0.914,-5.34775,6.8,,
9120,0.904,-5.31375,10.25,,
9125,0.894,-5.2625,9.05,,
9130,0.884,-5.21725,3.7,,
9135,0.874,-5.19875,5.55,,
9140,0.864,-5.171,3.75,,
9145,0.855,-5.15225,10.05,,
9150,0.845,-5.102,12.15,,
9155,0.835,-5.04125,2.4,,
9160,0.826,-5.02925,4.4,,
9165,0.816,-5.00725,9.15,,
9170,0.807,-4.9615,6.2,,
9175,0.797,-4.9305,3.25,,
9180,0.788,-4.91425,14.05,,
9185,0.779,-4.844,0.55,,
9190,0.769,-4.84125,8.15,,
9195,0.76,-4.8005,11.45,,
9200,0.751,-4.74325,2.15,,
9205,0.742,-4.7325,-1.05,,
9210,0.733,-4.73775,10.1,,
9215,0.724,-4.68725,7.2,,
9220,0.715,-4.65125,-5.25,,
9225,0.706,-4.6775,7.2,,
9230,0.697,-4.6415,2.3,,
9235,0.688,-4.63,6.3,,
9240,0.68,-4.5985,1.65,,
9245,0.671,-4.59025,0.5,,
9250,0.662,-4.58775,0.75,,
9255,0.654,-4.584,4.25,,
9260,0.645,-4.56275,4.45,,
9265,0.637,-4.5405,7,,
9270,0.628,-4.5055,1.2,,
9275,0.62,-4.4995,3.7,,
9280,0.612,-4.481,6.85,,
9285,0.603,-4.44675,1.4,,
9290,0.595,-4.43975,10.2,,
9295,0.587,-4.38875,1.1,,
9300,0.579,-4.38325,6.95,,
9305,0.571,-4.3485,12.5,,
9310,0.563,-4.286,8.2,,
9315,0.555,-4.245,0.9,,
9320,0.547,-4.2405,11,,
9325,0.539,-4.1855,13,,
9330,0.531,-4.1205,3.5,,
9335,0.524,-4.103,10.95,,
9340,0.516,-4.04825,15.25,,
9345,0.508,-3.972,9.7,,
9350,0.501,-3.9235,3.5,,
9355,0.493,-3.906,14.2,,
9360,0.486,-3.835,8.35,,
9365,0.478,-3.79325,9,,
9370,0.471,-3.74825,10.4,,
9375,0.464,-3.69625,13.7,,
9380,0.456,-3.62775,6.8,,
9385,0.449,-3.59375,13.7,,
9390,0.442,-3.52525,17.3,,
9395,0.435,-3.43875,5.3,,
9400,0.428,-3.41225,10.85,,
9405,0.421,-3.358,7.65,,
9410,0.414,-3.31975,15.95,,
9415,0.407,-3.24,15.05,,
9420,0.401,-3.16475,10.35,,
9425,0.394,-3.113,7.7,,
9430,0.387,-3.0745,15.8,,
9435,0.38,-2.9955,16.15,,
9440,0.374,-2.91475,9.45,,
9445,0.367,-2.8675,10.35,,
9450,0.361,-2.81575,15.2,,
9455,0.354,-2.73975,9.85,,
9460,0.348,-2.6905,8.9,,
9465,0.342,-2.646,14.7,,
9470,0.336,-2.5725,11.1,,
9475,0.329,-2.517,13.9,,
9480,0.323,-2.4475,14.75,,
9485,0.317,-2.37375,10.85,,
9490,0.311,-2.3195,10.85,,
9495,0.305,-2.26525,12.05,,
9500,0.299,-2.205,13.4,,
9505,0.293,-2.138,6.95,,
9510,0.288,-2.10325,14.9,,
9515,0.282,-2.02875,12.35,,
9520,0.276,-1.967,17.05,,
9525,0.271,-1.88175,11.9,,
9530,0.265,-1.82225,12.25,,
9535,0.26,-1.761,15,,
9540,0.254,-1.686,8.4,,
9545,0.249,-1.644,9.05,,
9550,0.243,-1.59875,10.15,,
9555,0.238,-1.548,12.75,,
9560,0.233,-1.48425,16,,
9565,0.228,-1.40425,9.25,,
9570,0.223,-1.358,14.2,,
9575,0.217,-1.287,16.35,,
9580,0.212,-1.20525,9.05,,
9585,0.208,-1.16,8.3,,
9590,0.203,-1.1185,12.9,,
9595,0.198,-1.054,13.95,,
9600,0.193,-0.98425,17.75,,
9605,0.188,-0.8955,11.9,,
9610,0.184,-0.836,12,,
9615,0.179,-0.776,2.65,,
9620,0.175,-0.76275,15.85,,
9625,0.17,-0.6835,8.9,,
9630,0.166,-0.639,9.2,,
9635,0.161,-0.593,12.45,,
9640,0.157,-0.53075,16.75,,
9645,0.153,-0.447,9.7,,
9650,0.148,-0.3985,6.5,,
9655,0.144,-0.366,7.2,,
9660,0.14,-0.33,5.6,,
9665,0.136,-0.302,8.25,,
9670,0.132,-0.26075,0,,
9675,0.128,-0.26075,11.75,,
9680,0.125,-0.202,2.95,,
9685,0.121,-0.18725,3.9,,
9690,0.117,-0.16775,3.4,,
9695,0.113,-0.15075,6.15,,
9700,0.11,-0.12,3.5,,
9705,0.106,-0.1025,-2.6,,
9710,0.103,-0.1155,6.85,,
9715,0.099,-0.08125,4.4,,
9720,0.096,-0.05925,-2.45,,
9725,0.092,-0.0715,-1.75,,
9730,0.089,-0.08025,4.85,,
9735,0.086,-0.056,-2.1,,
9740,0.083,-0.0665,4.55,,
9745,0.08,-0.04375,-3.75,,
9750,0.077,-0.0625,2.75,,
9755,0.074,-0.04875,4.2,,
9760,0.071,-0.02775,0.25,,
9765,0.068,-0.0265,-2.7,,
9770,0.065,-0.04,0.95,,
9775,0.062,-0.03525,0.85,,
9780,0.06,-0.031,2.1,,
9785,0.057,-0.0205,0.45,,
9790,0.055,-0.01825,2.1,,
9795,0.052,-0.00775,4.35,,
9800,0.05,0.014,-3.6,,
9805,0.047,-0.004,-5.1,,
9810,0.045,-0.0295,0.9,,
9815,0.043,-0.025,0.65,,
9820,0.04,-0.02175,0.65,,
9825,0.038,-0.0185,2.15,,
9830,0.036,-0.00775,-3.15,,
9835,0.034,-0.0235,0.65,,
9840,0.032,-0.02025,3.25,,
9845,0.03,-0.004,6.35,,
9850,0.028,0.02775,-7.25,,
9855,0.027,-0.0085,3.7,,
9860,0.025,0.01,-3.75,,
9865,0.023,-0.00875,-1.55,,
9870,0.022,-0.0165,-3.9,,
9875,0.02,-0.036,7.1,,
9880,0.018,-0.0005,-4.4,,
9885,0.017,-0.0225,3.9,,
9890,0.016,-0.003,4.55,,
9895,0.014,0.01975,-2.1,,
9900,0.013,0.00925,-0.4,,
9905,0.012,0.00725,-2.05,,
9910,0.011,-0.003,-1.2,,
9915,0.01,-0.009,2,,
9920,0.009,0.001,1.1,,
9925,0.008,0.0065,1.15,,
9930,0.007,0.01225,-1.8,,
9935,0.006,0.00325,-1.55,,
9940,0.005,-0.0045,1.4,,
9945,0.004,0.0025,1.25,,
9950,0.004,0.00875,-4.65,,
9955,0.003,-0.0145,2.2,,
9960,0.002,-0.0035,2.7,,
9965,0.002,0.01,4.5,,
9970,0.001,0.0325,-8.85,,
9975,0.001,-0.01175,-2.75,,
9980,0.001,-0.0255,3.6,,
9985,0,-0.0075,5.25,,
9990,0,0.01875,-2.15,,
9995,0,0.008,-2.2,,
10000,0,-0.003,0.15,,
10005,0,-0.00225,0.1,,
10010,0,-0.00175,1.5,,
10015,0,0.00575,2.95,,
10020,0.001,0.0205,-5.15,,
10025,0.002,-0.00525,-1.4,,
10030,0.003,-0.01225,0.85,,
10035,0.004,-0.008,4.6,,
10040,0.006,0.015,-3.7,,
10045,0.008,-0.0035,-3,,
10050,0.01,-0.0185,0.75,,
10055,0.012,-0.01475,5.4,,
10060,0.014,0.01225,-0.95,,
10065,0.017,0.0075,-3.25,,
10070,0.02,-0.00875,3.6,,
10075,0.023,0.00925,-0.2,,
10080,0.027,0.00825,-3.05,,
10085,0.03,-0.007,-3,,
10090,0.034,-0.022,8.25,,
10095,0.038,0.01925,-2.45,,
10100,0.043,0.007,-1.6,,
10105,0.047,-0.001,0.05,,
10110,0.052,-0.00075,1.65,,
10115,0.057,0.0075,-2.1,,
10120,0.063,-0.003,0.1,,
10125,0.068,-0.0025,1.8,,
10130,0.074,0.0065,-2.15,,
10135,0.08,-0.00425,4.95,,
10140,0.086,0.0205,-4.3,,
10145,0.093,-0.001,-4.3,,
10150,0.099,-0.0225,2.35,,
10155,0.106,-0.01075,3.6,,
10160,0.113,0.00725,-7.35,,
10165,0.121,-0.0295,3.65,,
10170,0.129,-0.01125,4.95,,
10175,0.136,0.0135,2.65,,
10180,0.144,0.02675,-3.95,,
10185,0.153,0.007,-4.6,,
10190,0.161,-0.016,6.65,,
10195,0.17,0.01725,-5.1,,
10200,0.179,-0.00825,3.2,,
10205,0.189,0.00775,0.9,,
10210,0.198,0.01225,4.05,,
10215,0.208,0.0325,-13.2,,
10220,0.218,-0.0335,2.6,,
10225,0.228,-0.0205,0.8,,
10230,0.238,-0.0165,0.7,,
10235,0.249,-0.013,6.65,,
10240,0.26,0.02025,-3.85,,
10245,0.271,0.001,-3.1,,
10250,0.282,-0.0145,2,,
10255,0.294,-0.0045,1.95,,
10260,0.305,0.00525,-1.85,,
10265,0.317,-0.004,6.45,,
10270,0.33,0.02825,-2.4,,
10275,0.342,0.01625,-5.15,,
10280,0.355,-0.0095,0.15,,
10285,0.368,-0.00875,-2.9,,
10290,0.381,-0.02325,3.9,,
10295,0.394,-0.00375,3.05,,
10300,0.408,0.0115,-0.85,,
10305,0.421,0.00725,1.55,,
10310,0.435,0.015,-3.65,,
10315,0.45,-0.00325,-4.25,,
10320,0.464,-0.0245,2.25,,
10325,0.479,-0.01325,-0.9,,
10330,0.493,-0.01775,2,,
10335,0.509,-0.00775,4.85,,
10340,0.524,0.0165,-1.6,,
10345,0.539,0.0085,6.6,,
10350,0.555,0.0415,-10.35,,
10355,0.571,-0.01025,6.15,,
10360,0.587,0.0205,-3.5,,
10365,0.604,0.003,-1.95,,
10370,0.62,-0.00675,0.3,,
10375,0.637,-0.00525,-2.75,,
10380,0.654,-0.019,5.55,,
10385,0.671,0.00875,-1.9,,
10390,0.689,-0.00075,2.8,,
10395,0.706,0.01325,-12.8,,
10400,0.724,-0.05075,7.65,,
10405,0.742,-0.0125,-5.6,,
10410,0.76,-0.0405,-8.55,,
10415,0.779,-0.08325,-9.35,,
10420,0.798,-0.13,-4.95,,
10425,0.816,-0.15475,-4.4,,
10430,0.836,-0.17675,-10.1,,
10435,0.855,-0.22725,-14.3,,
10440,0.874,-0.29875,-9.3,,
10445,0.894,-0.34525,-10.6,,
10450,0.914,-0.39825,-9.05,,
10455,0.934,-0.4435,-7.75,,
10460,0.954,-0.48225,-9.7,,
10465,0.975,-0.53075,-11.3,,
10470,0.996,-0.58725,-4.9,,
10475,1.016,-0.61175,-8.35,,
10480,1.038,-0.6535,-13.5,,
10485,1.059,-0.721,-5.2,,
10490,1.08,-0.747,-6.4,,
10495,1.102,-0.779,-13,,
10500,1.124,-0.844,-4.65,,
10505,1.146,-0.86725,-5.85,,
10510,1.168,-0.8965,-4.6,,
10515,1.191,-0.9195,-10.35,,
10520,1.213,-0.97125,-2.8,,
10525,1.236,-0.98525,-2.5,,
10530,1.259,-0.99775,-9.25,,
10535,1.282,-1.044,-0.8,,
10540,1.306,-1.048,-12.35,,
10545,1.329,-1.10975,-0.2,,
10550,1.353,-1.11075,-6.05,,
10555,1.377,-1.141,-7.1,,
10560,1.401,-1.1765,-2.8,,
10565,1.425,-1.1905,-8.5,,
10570,1.45,-1.233,-3.75,,
10575,1.474,-1.25175,-8.15,,
10580,1.499,-1.2925,-2.4,,
10585,1.524,-1.3045,-3.4,,
10590,1.55,-1.3215,-14.95,,
10595,1.575,-1.39625,0.85,,
10600,1.6,-1.392,-9.35,,
10605,1.626,-1.43875,-10.15,,
10610,1.652,-1.4895,-8.5,,
10615,1.678,-1.532,-14.5,,
10620,1.704,-1.6045,-11.7,,
10625,1.731,-1.663,-10.05,,
10630,1.757,-1.71325,-17.7,,
10635,1.784,-1.80175,-5.55,,
10640,1.811,-1.8295,-24.7,,
10645,1.838,-1.953,-12.3,,
10650,1.865,-2.0145,-24.75,,
10655,1.893,-2.13825,-14.45,,
10660,1.92,-2.2105,-18.05,,
10665,1.948,-2.30075,-24.3,,
10670,1.976,-2.42225,-11.65,,
10675,2.004,-2.4805,-31.05,,
10680,2.032,-2.63575,-23,,
10685,2.06,-2.75075,-13.4,,
10690,2.089,-2.81775,-28.35,,
10695,2.118,-2.9595,-19.6,,
10700,2.146,-3.0575,-21.5,,
10705,2.175,-3.165,-22,,
10710,2.205,-3.275,-22.4,,
10715,2.234,-3.387,-14.4,,
10720,2.263,-3.459,-24.75,,
10725,2.293,-3.58275,-16.65,,
10730,2.323,-3.666,-17.1,,
10735,2.352,-3.7515,-17,,
10740,2.382,-3.8365,-16.85,,
10745,2.413,-3.92075,-14.95,,
10750,2.443,-3.9955,-20.1,,
10755,2.473,-4.096,-7.05,,
10760,2.504,-4.13125,-24,,
10765,2.535,-4.25125,-12.95,,
10770,2.565,-4.316,-6.8,,
10775,2.596,-4.35,-18.15,,
10780,2.627,-4.44075,-9.4,,
10785,2.659,-4.48775,-17.6,,
10790,2.69,-4.57575,-4.15,,
10795,2.722,-4.5965,-8.75,,
10800,2.753,-4.64025,-9.7,,
10805,2.785,-4.68875,-10.3,,
10810,2.817,-4.74025,-9.6,,
10815,2.849,-4.78825,-3.3,,
10820,2.881,-4.80475,-13.75,,
10825,2.913,-4.8735,-9.7,,
10830,2.946,-4.922,-8.75,,
10835,2.978,-4.96575,-5.5,,
10840,3.011,-4.99325,-12.75,,
10845,3.044,-5.057,-4.55,,
10850,3.076,-5.07975,-7.1,,
10855,3.109,-5.11525,-14.9,,
10860,3.143,-5.18975,-6.9,,
10865,3.176,-5.22425,-10.5,,
10870,3.209,-5.27675,-14.9,,
10875,3.243,-5.35125,-6.65,,
10880,3.276,-5.3845,-13.3,,
10885,3.31,-5.451,-9.45,,
10890,3.343,-5.49825,-7.45,,
10895,3.377,-5.5355,-20.3,,
10900,3.411,-5.637,-9.45,,
10905,3.445,-5.68425,-8.3,,
10910,3.479,-5.72575,-10.9,,
10915,3.514,-5.78025,-20.55,,
10920,3.548,-5.883,-16.65,,
10925,3.583,-5.96625,-11.1,,
10930,3.617,-6.02175,-14.45,,
10935,3.652,-6.094,-19.15,,
10940,3.686,-6.18975,-16.65,,
10945,3.721,-6.273,-14.9,,
10950,3.756,-6.3475,-23.75,,
10955,3.791,-6.46625,-13.4,,
10960,3.826,-6.53325,-16.55,,
10965,3.862,-6.616,-17.95,,
10970,3.897,-6.70575,-19.1,,
