time, volt, M0Rad,M0VEL,M1VEL,M1VEL
5350, -2.581, 5.376, 1.991, 4.190, 2.563
5355, -2.618, 5.364, 2.034, 4.173, 2.637
5360, -2.655, 5.350, 2.100, 4.158, 2.676
5365, -2.692, 5.336, 2.160, 4.141, 2.740
5370, -2.729, 5.321, 2.243, 4.124, 2.798
5375, -2.765, 5.306, 2.318, 4.107, 2.850
5380, -2.802, 5.290, 2.386, 4.089, 2.926
5385, -2.839, 5.275, 2.449, 4.071, 2.995
5390, -2.875, 5.260, 2.505, 4.051, 3.086
5395, -2.912, 5.241, 2.612, 4.032, 3.140
5400, -2.948, 5.226, 2.654, 4.012, 3.217
5405, -2.985, 5.211, 2.692, 3.992, 3.287
5410, -3.021, 5.192, 2.782, 3.974, 3.324
5415, -3.058, 5.175, 2.837, 3.954, 3.384
5420, -3.094, 5.159, 2.886, 3.934, 3.439
5425, -3.131, 5.140, 2.958, 3.913, 3.518
5430, -3.167, 5.122, 3.025, 3.891, 3.589
5435, -3.203, 5.105, 3.056, 3.871, 3.625
5440, -3.240, 5.085, 3.141, 3.848, 3.714
5445, -3.276, 5.065, 3.219, 3.827, 3.767
5450, -3.312, 5.046, 3.261, 3.805, 3.816
5455, -3.348, 5.027, 3.328, 3.782, 3.887
5460, -3.385, 5.007, 3.388, 3.759, 3.952
5465, -3.421, 4.987, 3.443, 3.736, 4.012
5470, -3.457, 4.964, 3.548, 3.713, 4.066
5475, -3.493, 4.945, 3.561, 3.690, 4.114
5480, -3.529, 4.924, 3.628, 3.666, 4.187
5485, -3.565, 4.902, 3.689, 3.643, 4.225
5490, -3.601, 4.881, 3.745, 3.616, 4.316
5495, -3.637, 4.858, 3.823, 3.592, 4.370
5500, -3.673, 4.835, 3.894, 3.567, 4.419
5505, -3.709, 4.813, 3.931, 3.541, 4.492
5510, -3.745, 4.792, 3.964, 3.517, 4.529
5515, -3.780, 4.772, 3.967, 3.491, 4.592
5520, -3.816, 4.749, 4.025, 3.465, 4.650
5525, -3.852, 4.726, 4.078, 3.438, 4.701
5530, -3.888, 4.700, 4.181, 3.411, 4.776
5535, -3.923, 4.671, 4.331, 3.385, 4.816
5540, -3.959, 4.638, 4.524, 3.357, 4.881
5545, -3.994, 4.611, 4.615, 3.330, 4.939
5550, -4.030, 4.580, 4.754, 3.300, 5.021
5555, -4.065, 4.549, 4.880, 3.273, 5.066
5560, -4.101, 4.522, 4.939, 3.245, 5.108
5565, -4.136, 4.494, 4.992, 3.216, 5.174
5570, -4.172, 4.468, 5.013, 3.185, 5.262
5575, -4.207, 4.443, 5.004, 3.156, 5.314
5580, -4.242, 4.419, 4.995, 3.127, 5.360
5585, -4.278, 4.396, 4.960, 3.098, 5.403
5590, -4.313, 4.371, 4.955, 3.067, 5.470
5595, -4.348, 4.345, 4.980, 3.036, 5.531
5600, -4.383, 4.313, 5.113, 3.004, 5.614
5605, -4.418, 4.284, 5.178, 2.974, 5.662
5610, -4.453, 4.255, 5.238, 2.943, 5.705
5615, -4.488, 4.224, 5.321, 2.911, 5.773
5620, -4.523, 4.195, 5.366, 2.878, 5.833
5625, -4.558, 4.164, 5.437, 2.846, 5.890
5630, -4.593, 4.135, 5.474, 2.812, 5.968
5635, -4.628, 4.103, 5.562, 2.780, 6.011
5640, -4.662, 4.071, 5.643, 2.746, 6.080
5645, -4.697, 4.040, 5.688, 2.713, 6.141
5650, -4.732, 4.009, 5.729, 2.679, 6.196
5655, -4.766, 3.977, 5.794, 2.644, 6.273
5660, -4.801, 3.945, 5.855, 2.611, 6.291
5665, -4.835, 3.913, 5.908, 2.576, 6.361
5670, -4.870, 3.880, 5.958, 2.542, 6.395
5675, -4.904, 3.848, 6.002, 2.507, 6.457
5680, -4.939, 3.816, 6.042, 2.473, 6.484
5685, -4.973, 3.782, 6.107, 2.437, 6.564
5690, -5.007, 3.748, 6.166, 2.401, 6.609
5695, -5.042, 3.715, 6.220, 2.366, 6.649
5700, -5.076, 3.678, 6.324, 2.329, 6.716
5705, -5.110, 3.643, 6.392, 2.292, 6.775
5710, -5.144, 3.606, 6.480, 2.256, 6.829
5715, -5.178, 3.574, 6.477, 2.219, 6.877
5720, -5.212, 3.540, 6.503, 2.180, 6.951
5725, -5.246, 3.504, 6.554, 2.143, 6.988
5730, -5.280, 3.468, 6.628, 2.107, 7.022
5735, -5.314, 3.432, 6.667, 2.067, 7.109
5740, -5.347, 3.396, 6.731, 2.028, 7.161
5745, -5.381, 3.362, 6.734, 1.989, 7.235
5750, -5.415, 3.328, 6.736, 1.949, 7.303
5755, -5.448, 3.291, 6.793, 1.910, 7.337
5760, -5.482, 3.256, 6.818, 1.869, 7.424
5765, -5.516, 3.221, 6.840, 1.830, 7.447
5770, -5.549, 3.187, 6.833, 1.789, 7.523
5775, -5.582, 3.152, 6.854, 1.748, 7.593
5780, -5.616, 3.106, 7.068, 1.708, 7.628
5785, -5.649, 3.061, 7.234, 1.665, 7.715
5790, -5.682, 3.013, 7.442, 1.622, 7.796
5795, -5.715, 2.969, 7.575, 1.580, 7.841
5800, -5.749, 2.921, 7.751, 1.537, 7.909
5805, -5.782, 2.880, 7.801, 1.494, 7.972
5810, -5.815, 2.835, 7.901, 1.450, 8.056
5815, -5.848, 2.791, 7.992, 1.405, 8.133
5820, -5.880, 2.751, 7.991, 1.359, 8.231
5825, -5.913, 2.711, 7.991, 1.316, 8.263
5830, -5.946, 2.671, 7.990, 1.270, 8.350
5835, -5.979, 2.634, 7.934, 1.224, 8.428
5840, -6.011, 2.595, 7.938, 1.178, 8.499
5845, -6.044, 2.558, 7.886, 1.131, 8.590
5850, -6.077, 2.521, 7.839, 1.085, 8.646
5855, -6.109, 2.484, 7.797, 1.039, 8.698
5860, -6.141, 2.447, 7.758, 0.993, 8.745
5865, -6.174, 2.410, 7.724, 0.944, 8.844
5870, -6.206, 2.366, 7.831, 0.895, 8.932
5875, -6.238, 2.321, 7.928, 0.847, 8.985
5880, -6.271, 2.279, 7.989, 0.799, 9.033
5885, -6.303, 2.229, 8.156, 0.752, 9.078
5890, -6.335, 2.185, 8.222, 0.703, 9.143
5895, -6.367, 2.139, 8.313, 0.654, 9.206
5900, -6.399, 2.096, 8.341, 0.606, 9.236
5905, -6.430, 2.050, 8.419, 0.557, 9.290
5910, -6.462, 2.004, 8.491, 0.508, 9.337
5915, -6.494, 1.956, 8.583, 0.457, 9.409
5920, -6.526, 1.909, 8.670, 0.407, 9.476
5925, -6.557, 1.863, 8.719, 0.359, 9.480
5930, -6.589, 1.817, 8.764, 0.308, 9.539
5935, -6.620, 1.771, 8.804, 0.258, 9.591
5940, -6.652, 1.725, 8.841, 0.207, 9.641
5945, -6.683, 1.677, 8.904, 0.157, 9.687
5950, -6.714, 1.634, 8.875, 0.106, 9.727
5955, -6.746, 1.588, 8.906, 0.054, 9.791
5960, -6.777, 1.533, 9.101, 0.003, 9.823
5965, -6.808, 1.478, 9.279, 6.236, 9.850
5970, -6.839, 1.421, 9.468, 6.183, 9.903
5975, -6.870, 1.363, 9.668, 6.131, 9.951
5980, -6.901, 1.312, 9.710, 6.078, 10.023
5985, -6.931, 1.261, 9.750, 6.025, 10.063
5990, -6.962, 1.214, 9.728, 5.972, 10.124
5995, -6.993, 1.168, 9.682, 5.918, 10.180
6000, -7.023, 1.123, 9.611, 5.866, 10.204
6005, -7.054, 1.073, 9.658, 5.811, 10.280
6010, -7.084, 1.014, 9.841, 5.757, 10.322
6015, -7.115, 0.956, 10.007, 5.703, 10.361
6020, -7.145, 0.898, 10.158, 5.649, 10.396
6025, -7.175, 0.842, 10.239, 5.594, 10.455
6030, -7.206, 0.786, 10.342, 5.539, 10.510
6035, -7.236, 0.732, 10.378, 5.484, 10.558
6040, -7.266, 0.678, 10.411, 5.429, 10.603
6045, -7.296, 0.626, 10.415, 5.375, 10.616
6050, -7.326, 0.577, 10.361, 5.318, 10.683
6055, -7.355, 0.529, 10.284, 5.261, 10.744
6060, -7.385, 0.477, 10.299, 5.205, 10.800
6065, -7.415, 0.423, 10.341, 5.148, 10.853
6070, -7.444, 0.368, 10.404, 5.091, 10.897
6075, -7.474, 0.310, 10.520, 5.033, 10.967
6080, -7.503, 0.256, 10.539, 4.974, 11.029
6085, -7.533, 0.201, 10.586, 4.911, 11.171
6090, -7.562, 0.146, 10.630, 4.856, 11.162
6095, -7.591, 0.091, 10.668, 4.801, 11.150
6100, -7.621, 0.040, 10.620, 4.743, 11.198
6105, -7.650, 6.268, 10.659, 4.683, 11.268
6110, -7.679, 6.208, 10.778, 4.623, 11.331
6115, -7.708, 6.145, 10.943, 4.560, 11.446
6120, -7.736, 6.081, 11.120, 4.499, 11.521
6125, -7.765, 6.018, 11.254, 4.436, 11.618
6130, -7.794, 5.955, 11.376, 4.373, 11.707
6135, -7.823, 5.892, 11.486, 4.308, 11.813
6140, -7.851, 5.831, 11.559, 4.246, 11.886
6145, -7.880, 5.772, 11.569, 4.186, 11.893
6150, -7.908, 5.715, 11.549, 4.123, 11.954
6155, -7.936, 5.660, 11.505, 4.061, 11.986
6160, -7.965, 5.605, 11.465, 3.997, 12.068
6165, -7.993, 5.547, 11.483, 3.936, 12.089
6170, -8.021, 5.491, 11.444, 3.873, 12.133
6175, -8.049, 5.438, 11.381, 3.808, 12.201
6180, -8.077, 5.384, 11.323, 3.744, 12.266
6185, -8.105, 5.327, 11.328, 3.679, 12.324
6190, -8.132, 5.264, 11.442, 3.618, 12.319
6195, -8.160, 5.203, 11.519, 3.555, 12.344
6200, -8.188, 5.139, 11.643, 3.491, 12.393
6205, -8.215, 5.077, 11.702, 3.428, 12.411
6210, -8.243, 5.013, 11.811, 3.363, 12.455
6215, -8.270, 4.950, 11.882, 3.300, 12.467
6220, -8.297, 4.885, 11.973, 3.236, 12.504
6225, -8.324, 4.824, 12.002, 3.170, 12.568
6230, -8.351, 4.758, 12.111, 3.106, 12.597
6235, -8.378, 4.691, 12.239, 3.040, 12.653
6240, -8.405, 4.626, 12.299, 2.974, 12.703
6245, -8.432, 4.562, 12.353, 2.911, 12.692
6250, -8.459, 4.499, 12.375, 2.842, 12.795
6255, -8.486, 4.436, 12.394, 2.777, 12.803
6260, -8.512, 4.376, 12.357, 2.710, 12.868
6265, -8.539, 4.313, 12.378, 2.645, 12.870
6270, -8.565, 4.252, 12.369, 2.578, 12.928
6275, -8.592, 4.190, 12.361, 2.512, 12.953
6280, -8.618, 4.121, 12.494, 2.446, 12.975
6285, -8.644, 4.054, 12.585, 2.377, 13.051
6290, -8.670, 3.989, 12.614, 2.312, 13.038
6295, -8.696, 3.919, 12.752, 2.245, 13.081
6300, -8.722, 3.854, 12.764, 2.177, 13.118
6305, -8.748, 3.791, 12.748, 2.110, 13.153
6310, -8.774, 3.724, 12.819, 2.042, 13.187
6315, -8.800, 3.659, 12.825, 1.973, 13.242
6320, -8.825, 3.589, 12.943, 1.904, 13.294
6325, -8.851, 3.521, 12.995, 1.835, 13.343
6330, -8.876, 3.455, 13.012, 1.765, 13.410
6335, -8.901, 3.389, 13.031, 1.694, 13.477
6340, -8.927, 3.330, 12.935, 1.626, 13.479
6345, -8.952, 3.265, 12.934, 1.559, 13.484
6350, -8.977, 3.199, 12.957, 1.488, 13.540
6355, -9.002, 3.130, 13.034, 1.418, 13.592
6360, -9.027, 3.056, 13.188, 1.347, 13.639
6365, -9.052, 2.984, 13.304, 1.274, 13.741
6370, -9.076, 2.914, 13.378, 1.198, 13.859
6375, -9.101, 2.843, 13.446, 1.125, 13.938
6380, -9.125, 2.770, 13.564, 1.049, 14.036
6385, -9.150, 2.699, 13.618, 0.976, 14.103
6390, -9.174, 2.628, 13.664, 0.901, 14.188
6395, -9.198, 2.555, 13.762, 0.824, 14.291
6400, -9.223, 2.486, 13.767, 0.749, 14.362
6405, -9.247, 2.417, 13.773, 0.675, 14.395
6410, -9.271, 2.346, 13.804, 0.601, 14.427
6415, -9.295, 2.277, 13.806, 0.528, 14.455
6420, -9.318, 2.208, 13.808, 0.454, 14.482
6425, -9.342, 2.139, 13.808, 0.381, 14.502
6430, -9.366, 2.071, 13.782, 0.310, 14.470
6435, -9.389, 2.007, 13.701, 0.238, 14.466
6440, -9.413, 1.939, 13.684, 0.167, 14.435
6445, -9.436, 1.873, 13.640, 0.095, 14.434
6450, -9.459, 1.806, 13.629, 0.020, 14.489
6455, -9.482, 1.732, 13.730, 6.229, 14.512
6460, -9.505, 1.657, 13.849, 6.154, 14.560
6465, -9.528, 1.582, 13.958, 6.078, 14.631
6470, -9.551, 1.507, 14.057, 6.004, 14.641
6475, -9.574, 1.436, 14.064, 5.927, 14.705
6480, -9.597, 1.361, 14.153, 5.854, 14.707
6485, -9.619, 1.286, 14.234, 5.778, 14.737
6490, -9.642, 1.211, 14.309, 5.702, 14.795
6495, -9.664, 1.135, 14.375, 5.625, 14.844
6500, -9.686, 1.057, 14.492, 5.551, 14.834
6505, -9.709, 0.980, 14.571, 5.475, 14.882
6510, -9.731, 0.905, 14.612, 5.399, 14.894
6515, -9.753, 0.827, 14.708, 5.323, 14.937
6520, -9.775, 0.752, 14.738, 5.246, 14.974
6525, -9.797, 0.677, 14.768, 5.169, 15.010
6530, -9.818, 0.597, 14.877, 5.091, 15.068
6535, -9.840, 0.522, 14.892, 5.011, 15.149
6540, -9.861, 0.446, 14.906, 4.931, 15.223
6545, -9.883, 0.370, 14.946, 4.847, 15.374
6550, -9.904, 0.293, 14.984, 4.773, 15.317
6555, -9.925, 0.216, 15.017, 4.697, 15.318
6560, -9.947, 0.141, 15.019, 4.621, 15.293
6565, -9.968, 0.066, 15.021, 4.542, 15.352
6570, -9.989, 6.276, 14.996, 4.460, 15.437
6575, -10.009, 6.197, 15.057, 4.378, 15.542
6580, -10.030, 6.117, 15.138, 4.292, 15.689
6585, -10.051, 6.033, 15.299, 4.209, 15.773
6590, -10.071, 5.953, 15.359, 4.124, 15.872
6595, -10.092, 5.874, 15.413, 4.040, 15.962
6600, -10.112, 5.792, 15.494, 3.959, 15.993
6605, -10.132, 5.715, 15.480, 3.876, 16.045
6610, -10.153, 5.640, 15.442, 3.793, 16.095
6615, -10.173, 5.561, 15.488, 3.710, 16.137
6620, -10.192, 5.488, 15.393, 3.626, 16.205
6625, -10.212, 5.416, 15.306, 3.544, 16.213
6630, -10.232, 5.340, 15.310, 3.465, 16.189
6635, -10.252, 5.263, 15.314, 3.385, 16.169
6640, -10.271, 5.186, 15.318, 3.305, 16.151
6645, -10.291, 5.106, 15.376, 3.225, 16.129
6650, -10.310, 5.025, 15.459, 3.147, 16.091
6655, -10.329, 4.945, 15.504, 3.069, 16.052
6660, -10.348, 4.862, 15.602, 2.986, 16.099
6665, -10.367, 4.781, 15.663, 2.905, 16.112
6670, -10.386, 4.697, 15.776, 2.823, 16.131
6675, -10.405, 4.608, 15.960, 2.737, 16.227
6680, -10.424, 4.522, 16.072, 2.658, 16.203
6685, -10.443, 4.442, 16.062, 2.575, 16.236
6690, -10.461, 4.356, 16.167, 2.492, 16.267
6695, -10.480, 4.275, 16.176, 2.410, 16.268
6700, -10.498, 4.195, 16.157, 2.328, 16.295
6705, -10.516, 4.112, 16.196, 2.245, 16.322
6710, -10.534, 4.035, 16.120, 2.162, 16.345
6715, -10.552, 3.956, 16.105, 2.078, 16.392
6720, -10.570, 3.882, 15.982, 1.996, 16.382
6725, -10.588, 3.804, 15.954, 1.912, 16.430
6730, -10.606, 3.721, 16.010, 1.826, 16.497
6735, -10.623, 3.636, 16.091, 1.738, 16.589
6740, -10.641, 3.552, 16.163, 1.653, 16.643
6745, -10.658, 3.468, 16.229, 1.562, 16.777
6750, -10.675, 3.388, 16.205, 1.478, 16.787
6755, -10.692, 3.314, 16.071, 1.392, 16.822
6760, -10.710, 3.237, 16.006, 1.307, 16.827
6765, -10.726, 3.165, 15.864, 1.223, 16.834
6770, -10.743, 3.073, 16.096, 1.135, 16.895
6775, -10.760, 2.981, 16.307, 1.046, 16.977
6780, -10.777, 2.885, 16.583, 0.961, 16.996
6785, -10.793, 2.789, 16.808, 0.875, 17.015
6790, -10.810, 2.700, 16.897, 0.787, 17.057
6795, -10.826, 2.621, 16.812, 0.698, 17.125
6800, -10.842, 2.545, 16.653, 0.608, 17.215
6805, -10.858, 2.464, 16.616, 0.523, 17.183
6810, -10.874, 2.387, 16.503, 0.434, 17.241
6815, -10.890, 2.312, 16.372, 0.347, 17.265
6820, -10.906, 2.236, 16.276, 0.259, 17.282
6825, -10.922, 2.156, 16.251, 0.173, 17.278
6830, -10.937, 2.071, 16.310, 0.087, 17.271
6835, -10.953, 1.985, 16.386, 6.283, 17.286
6840, -10.968, 1.900, 16.464, 6.197, 17.282
6845, -10.983, 1.814, 16.530, 6.107, 17.357
6850, -10.998, 1.728, 16.590, 6.018, 17.398
6855, -11.013, 1.643, 16.620, 5.929, 17.434
6860, -11.028, 1.562, 16.587, 5.841, 17.441
6865, -11.043, 1.473, 16.698, 5.755, 17.416
6870, -11.058, 1.382, 16.826, 5.665, 17.479
6875, -11.072, 1.290, 16.972, 5.577, 17.484
6880, -11.087, 1.201, 17.048, 5.488, 17.514
6885, -11.101, 1.112, 17.117, 5.401, 17.511
6890, -11.116, 1.023, 17.181, 5.312, 17.539
6895, -11.130, 0.936, 17.209, 5.223, 17.561
6900, -11.144, 0.847, 17.264, 5.132, 17.611
6905, -11.158, 0.755, 17.370, 5.040, 17.687
6910, -11.171, 0.666, 17.411, 4.947, 17.781
6915, -11.185, 0.578, 17.418, 4.852, 17.895
6920, -11.199, 0.486, 17.509, 4.761, 17.913
6925, -11.212, 0.397, 17.535, 4.672, 17.902
6930, -11.226, 0.310, 17.535, 4.583, 17.895
6935, -11.239, 0.221, 17.560, 4.496, 17.861
6940, -11.252, 0.135, 17.527, 4.408, 17.828
6945, -11.265, 0.048, 17.524, 4.313, 17.936
6950, -11.278, 6.246, 17.468, 4.215, 18.093
6955, -11.291, 6.153, 17.582, 4.118, 18.206
6960, -11.304, 6.061, 17.658, 4.026, 18.224
6965, -11.316, 5.963, 17.838, 3.928, 18.352
6970, -11.329, 5.869, 17.921, 3.828, 18.499
6975, -11.341, 5.778, 17.937, 3.727, 18.658
6980, -11.353, 5.688, 17.955, 3.630, 18.722
6985, -11.365, 5.597, 17.969, 3.540, 18.665
6990, -11.377, 5.508, 17.953, 3.445, 18.697
6995, -11.389, 5.419, 17.942, 3.351, 18.702
7000, -11.401, 5.333, 17.873, 3.259, 18.675
7005, -11.413, 5.247, 17.811, 3.168, 18.623
7010, -11.425, 5.159, 17.812, 3.081, 18.523
7015, -11.436, 5.074, 17.728, 2.990, 18.485
7020, -11.447, 4.987, 17.708, 2.900, 18.450
7025, -11.459, 4.898, 17.718, 2.812, 18.365
7030, -11.470, 4.809, 17.727, 2.731, 18.175
7035, -11.481, 4.710, 17.901, 2.645, 18.084
7040, -11.492, 4.615, 18.004, 2.553, 18.115
7045, -11.503, 4.520, 18.096, 2.460, 18.168
7050, -11.513, 4.428, 18.128, 2.368, 18.194
7055, -11.524, 4.333, 18.211, 2.277, 18.186
7060, -11.534, 4.242, 18.199, 2.185, 18.203
7065, -11.545, 4.147, 18.280, 2.091, 18.255
7070, -11.555, 4.057, 18.264, 1.996, 18.325
7075, -11.565, 3.969, 18.194, 1.900, 18.415
7080, -11.575, 3.877, 18.217, 1.803, 18.501
7085, -11.585, 3.787, 18.208, 1.705, 18.605
7090, -11.595, 3.693, 18.256, 1.605, 18.729
7095, -11.604, 3.600, 18.297, 1.507, 18.810
7100, -11.614, 3.508, 18.310, 1.410, 18.859
7105, -11.623, 3.417, 18.292, 1.318, 18.819
7110, -11.633, 3.331, 18.191, 1.223, 18.837
7115, -11.642, 3.244, 18.131, 1.125, 18.913
7120, -11.651, 3.159, 18.017, 1.028, 18.951
7125, -11.660, 3.055, 18.276, 0.933, 18.954
7130, -11.669, 2.958, 18.375, 0.836, 18.995
7135, -11.677, 2.854, 18.603, 0.740, 19.026
7140, -11.686, 2.750, 18.808, 0.641, 19.081
7145, -11.695, 2.651, 18.886, 0.546, 19.077
7150, -11.703, 2.562, 18.790, 0.448, 19.134
7155, -11.711, 2.473, 18.699, 0.358, 19.039
7160, -11.719, 2.391, 18.508, 0.265, 18.984
7165, -11.727, 2.308, 18.332, 0.173, 18.932
7170, -11.735, 2.228, 18.118, 0.081, 18.886
7175, -11.743, 2.137, 18.118, 6.276, 18.788
7180, -11.751, 2.042, 18.202, 6.190, 18.643
7185, -11.758, 1.947, 18.279, 6.099, 18.595
7190, -11.766, 1.847, 18.431, 6.002, 18.663
7195, -11.773, 1.745, 18.627, 5.906, 18.725
7200, -11.780, 1.649, 18.664, 5.814, 18.697
7205, -11.788, 1.551, 18.754, 5.717, 18.755
7210, -11.795, 1.458, 18.752, 5.620, 18.809
7215, -11.802, 1.366, 18.722, 5.527, 18.801
7220, -11.808, 1.278, 18.611, 5.432, 18.821
7225, -11.815, 1.189, 18.538, 5.336, 18.841
7230, -11.821, 1.099, 18.502, 5.240, 18.887
7235, -11.828, 1.002, 18.577, 5.143, 18.926
7240, -11.834, 0.898, 18.789, 5.043, 19.022
7245, -11.840, 0.796, 18.922, 4.942, 19.134
7250, -11.846, 0.692, 19.100, 4.841, 19.236
7255, -11.852, 0.589, 19.235, 4.738, 19.358
7260, -11.858, 0.493, 19.243, 4.635, 19.467
7265, -11.864, 0.396, 19.252, 4.542, 19.399
7270, -11.870, 0.301, 19.233, 4.443, 19.421
7275, -11.875, 0.209, 19.161, 4.348, 19.388
7280, -11.880, 0.120, 19.036, 4.252, 19.381
7285, -11.886, 0.031, 18.924, 4.154, 19.404
7290, -11.891, 6.228, 18.769, 4.057, 19.401
7295, -11.896, 6.134, 18.765, 3.954, 19.505
7300, -11.901, 6.035, 18.872, 3.856, 19.518
7305, -11.905, 5.938, 18.917, 3.755, 19.587
7310, -11.910, 5.841, 18.955, 3.655, 19.619
7315, -11.915, 5.740, 19.071, 3.560, 19.563
7320, -11.919, 5.648, 19.016, 3.462, 19.573
7325, -11.923, 5.553, 19.019, 3.366, 19.525
7330, -11.928, 5.458, 19.020, 3.270, 19.507
7335, -11.932, 5.366, 18.966, 3.173, 19.493
7340, -11.936, 5.272, 18.945, 3.079, 19.420
7345, -11.940, 5.177, 18.956, 2.987, 19.334
7350, -11.943, 5.086, 18.878, 2.891, 19.333
7355, -11.947, 4.990, 18.920, 2.794, 19.333
7360, -11.950, 4.898, 18.875, 2.691, 19.446
7365, -11.954, 4.803, 18.891, 2.596, 19.406
7370, -11.957, 4.695, 19.126, 2.501, 19.374
7375, -11.960, 4.595, 19.202, 2.404, 19.373
7380, -11.963, 4.497, 19.242, 2.308, 19.368
7385, -11.966, 4.394, 19.364, 2.209, 19.392
7390, -11.969, 4.296, 19.391, 2.113, 19.392
7395, -11.971, 4.200, 19.386, 2.018, 19.358
7400, -11.974, 4.100, 19.438, 1.918, 19.412
7405, -11.976, 4.005, 19.402, 1.818, 19.461
7410, -11.979, 3.911, 19.341, 1.717, 19.531
7415, -11.981, 3.816, 19.315, 1.613, 19.656
7420, -11.983, 3.725, 19.205, 1.513, 19.683
7425, -11.985, 3.633, 19.134, 1.413, 19.707
7430, -11.987, 3.537, 19.154, 1.313, 19.730
7435, -11.988, 3.440, 19.172, 1.214, 19.751
7440, -11.990, 3.349, 19.077, 1.117, 19.714
7445, -11.992, 3.259, 18.989, 1.019, 19.706
7450, -11.993, 3.172, 18.854, 0.918, 19.757
7455, -11.994, 3.067, 19.039, 0.812, 19.888
7460, -11.995, 2.961, 19.233, 0.709, 19.948
7465, -11.996, 2.851, 19.494, 0.609, 19.947
7470, -11.997, 2.745, 19.649, 0.506, 20.005
7475, -11.998, 2.642, 19.733, 0.404, 20.055
7480, -11.999, 2.553, 19.557, 0.302, 20.073
7485, -11.999, 2.463, 19.428, 0.201, 20.092
7490, -11.999, 2.378, 19.197, 0.104, 20.023
7495, -12.000, 2.292, 19.015, 0.006, 19.988
7500, -12.000, 2.206, 18.850, 6.194, 19.902
7505, -12.000, 2.111, 18.867, 6.098, 19.851
7510, -12.000, 2.015, 18.911, 6.001, 19.805
7515, -12.000, 1.916, 18.979, 5.907, 19.706
7520, -11.999, 1.817, 19.068, 5.814, 19.617
7525, -11.999, 1.718, 19.117, 5.717, 19.589
7530, -11.999, 1.620, 19.170, 5.619, 19.598
7535, -11.998, 1.524, 19.186, 5.521, 19.603
7540, -11.997, 1.428, 19.171, 5.424, 19.577
7545, -11.996, 1.335, 19.132, 5.324, 19.612
7550, -11.995, 1.237, 19.180, 5.223, 19.672
7555, -11.994, 1.138, 19.222, 5.119, 19.780
7560, -11.993, 1.036, 19.345, 5.013, 19.908
7565, -11.991, 0.933, 19.458, 4.910, 19.969
7570, -11.990, 0.832, 19.532, 4.803, 20.107
7575, -11.988, 0.730, 19.595, 4.700, 20.146
7580, -11.987, 0.632, 19.604, 4.598, 20.159
7585, -11.985, 0.537, 19.551, 4.502, 20.082
7590, -11.983, 0.439, 19.560, 4.401, 20.097
7595, -11.981, 0.347, 19.458, 4.301, 20.088
7600, -11.979, 0.250, 19.448, 4.201, 20.075
7605, -11.976, 0.152, 19.466, 4.101, 20.065
7610, -11.974, 0.055, 19.454, 4.003, 20.027
7615, -11.971, 6.248, 19.332, 3.899, 20.102
7620, -11.969, 6.144, 19.475, 3.793, 20.203
7625, -11.966, 6.047, 19.463, 3.692, 20.209
7630, -11.963, 5.947, 19.507, 3.593, 20.158
7635, -11.960, 5.847, 19.548, 3.498, 20.055
7640, -11.957, 5.752, 19.503, 3.397, 20.075
7645, -11.954, 5.657, 19.460, 3.299, 20.035
7650, -11.950, 5.562, 19.422, 3.201, 20.000
7655, -11.947, 5.467, 19.387, 3.106, 19.912
7660, -11.943, 5.370, 19.383, 3.015, 19.747
7665, -11.939, 5.277, 19.324, 2.920, 19.682
7670, -11.935, 5.178, 19.355, 2.826, 19.597
7675, -11.932, 5.082, 19.354, 2.734, 19.490
7680, -11.927, 4.987, 19.324, 2.634, 19.530
7685, -11.923, 4.888, 19.355, 2.539, 19.487
7690, -11.919, 4.787, 19.437, 2.441, 19.501
7695, -11.914, 4.678, 19.653, 2.343, 19.515
7700, -11.910, 4.575, 19.737, 2.245, 19.527
7705, -11.905, 4.473, 19.812, 2.147, 19.537
7710, -11.900, 4.370, 19.881, 2.048, 19.547
7715, -11.896, 4.269, 19.919, 1.947, 19.614
7720, -11.891, 4.169, 19.920, 1.841, 19.754
7725, -11.885, 4.069, 19.925, 1.737, 19.857
7730, -11.880, 3.974, 19.845, 1.636, 19.895
7735, -11.875, 3.876, 19.826, 1.531, 19.981
7740, -11.869, 3.784, 19.699, 1.428, 20.036
7745, -11.864, 3.693, 19.557, 1.330, 20.003
7750, -11.858, 3.601, 19.454, 1.229, 20.025
7755, -11.852, 3.514, 19.275, 1.132, 19.962
7760, -11.846, 3.428, 19.086, 1.033, 19.961
7765, -11.840, 3.342, 18.912, 0.931, 19.985
7770, -11.834, 3.248, 18.898, 0.825, 20.096
7775, -11.828, 3.150, 18.967, 0.726, 20.083
7780, -11.821, 3.047, 19.110, 0.628, 20.041
7785, -11.815, 2.943, 19.274, 0.531, 19.980
7790, -11.808, 2.837, 19.448, 0.433, 19.949
7795, -11.801, 2.736, 19.520, 0.334, 19.919
7800, -11.794, 2.636, 19.563, 0.241, 19.815
7805, -11.787, 2.541, 19.516, 0.149, 19.688
7810, -11.780, 2.452, 19.359, 0.054, 19.625
7815, -11.773, 2.361, 19.245, 6.246, 19.486
7820, -11.766, 2.274, 19.090, 6.154, 19.394
7825, -11.758, 2.190, 18.890, 6.061, 19.333
7830, -11.750, 2.101, 18.792, 5.963, 19.358
7835, -11.743, 2.005, 18.813, 5.864, 19.387
