time, volt, M0Rad,M0VEL,M1VEL,M1VEL
17495, -11.998, 0.229, 18.008, 3.101, 19.158
17500, -11.999, 0.137, 18.045, 3.007, 19.119
17505, -12.000, 0.044, 18.082, 2.911, 19.141
17510, -11.999, 6.234, 18.140, 2.822, 19.019
17515, -11.998, 6.140, 18.193, 2.739, 18.795
17520, -11.995, 6.047, 18.244, 2.647, 18.765
17525, -11.991, 5.952, 18.315, 2.550, 18.815
17530, -11.987, 5.860, 18.325, 2.452, 18.891
17535, -11.981, 5.765, 18.390, 2.357, 18.903
17540, -11.974, 5.671, 18.421, 2.259, 18.970
17545, -11.966, 5.577, 18.448, 2.163, 18.975
17550, -11.957, 5.484, 18.476, 2.067, 19.011
17555, -11.947, 5.392, 18.470, 1.967, 19.096
17560, -11.936, 5.300, 18.466, 1.866, 19.202
17565, -11.923, 5.201, 18.572, 1.763, 19.323
17570, -11.910, 5.108, 18.588, 1.663, 19.382
17575, -11.896, 5.017, 18.545, 1.560, 19.489
17580, -11.880, 4.922, 18.591, 1.458, 19.588
17585, -11.864, 4.827, 18.628, 1.355, 19.673
17590, -11.846, 4.724, 18.810, 1.255, 19.703
17595, -11.828, 4.620, 18.998, 1.157, 19.697
17600, -11.808, 4.522, 19.058, 1.056, 19.750
17605, -11.787, 4.424, 19.112, 0.954, 19.796
17610, -11.766, 4.321, 19.244, 0.855, 19.809
17615, -11.743, 4.224, 19.254, 0.753, 19.851
17620, -11.719, 4.126, 19.290, 0.655, 19.828
17625, -11.694, 4.026, 19.352, 0.557, 19.816
17630, -11.668, 3.933, 19.296, 0.459, 19.800
17635, -11.641, 3.839, 19.246, 0.361, 19.790
17640, -11.613, 3.745, 19.196, 0.265, 19.718
17645, -11.585, 3.655, 19.099, 0.172, 19.625
17650, -11.554, 3.567, 18.954, 0.080, 19.518
17655, -11.523, 3.480, 18.822, 6.272, 19.391
17660, -11.491, 3.396, 18.647, 6.182, 19.276
17665, -11.458, 3.310, 18.515, 6.088, 19.223
17670, -11.424, 3.218, 18.507, 5.996, 19.153
17675, -11.389, 3.124, 18.528, 5.900, 19.171
17680, -11.353, 3.020, 18.742, 5.804, 19.158
17685, -11.316, 2.918, 18.879, 5.708, 19.172
17690, -11.278, 2.819, 18.978, 5.614, 19.132
17695, -11.238, 2.716, 19.123, 5.521, 19.096
17700, -11.198, 2.619, 19.144, 5.425, 19.090
17705, -11.157, 2.529, 19.049, 5.329, 19.111
17710, -11.115, 2.443, 18.883, 5.234, 19.105
17715, -11.072, 2.360, 18.674, 5.140, 19.072
17720, -11.028, 2.283, 18.373, 5.040, 19.153
17725, -10.983, 2.202, 18.182, 4.939, 19.253
17730, -10.937, 2.110, 18.204, 4.836, 19.371
17735, -10.890, 2.012, 18.335, 4.733, 19.479
17740, -10.842, 1.907, 18.567, 4.640, 19.411
17745, -10.793, 1.803, 18.778, 4.548, 19.323
17750, -10.743, 1.711, 18.746, 4.450, 19.352
17755, -10.692, 1.628, 18.549, 4.358, 19.267
17760, -10.640, 1.554, 18.202, 4.266, 19.188
17765, -10.587, 1.476, 17.973, 4.173, 19.121
17770, -10.534, 1.387, 17.957, 4.080, 19.083
17775, -10.479, 1.287, 18.141, 3.982, 19.136
17780, -10.423, 1.186, 18.333, 3.890, 19.070
17785, -10.367, 1.085, 18.508, 3.796, 19.038
17790, -10.309, 0.990, 18.555, 3.707, 18.924
17795, -10.251, 0.890, 18.683, 3.616, 18.850
17800, -10.192, 0.799, 18.631, 3.529, 18.727
17805, -10.132, 0.712, 18.529, 3.440, 18.644
17810, -10.071, 0.623, 18.462, 3.357, 18.455
17815, -10.009, 0.543, 18.237, 3.276, 18.257
17820, -9.946, 0.462, 18.059, 3.191, 18.134
17825, -9.882, 0.382, 17.868, 3.109, 17.990
17830, -9.818, 0.310, 17.558, 3.024, 17.892
17835, -9.752, 0.229, 17.442, 2.941, 17.772
17840, -9.686, 0.144, 17.390, 2.866, 17.522
17845, -9.619, 0.057, 17.403, 2.780, 17.495
17850, -9.551, 6.259, 17.299, 2.694, 17.466
17855, -9.482, 6.168, 17.375, 2.611, 17.386
17860, -9.412, 6.085, 17.300, 2.527, 17.338
17865, -9.341, 6.002, 17.237, 2.447, 17.216
17870, -9.270, 5.920, 17.178, 2.368, 17.102
17875, -9.198, 5.841, 17.038, 2.285, 17.053
17880, -9.125, 5.760, 16.969, 2.203, 16.982
17885, -9.051, 5.680, 16.877, 2.125, 16.861
17890, -8.976, 5.602, 16.769, 2.044, 16.807
17895, -8.901, 5.522, 16.695, 1.961, 16.789
17900, -8.824, 5.445, 16.573, 1.877, 16.796
17905, -8.747, 5.369, 16.463, 1.792, 16.806
17910, -8.670, 5.289, 16.417, 1.709, 16.783
17915, -8.591, 5.209, 16.377, 1.625, 16.795
17920, -8.512, 5.134, 16.256, 1.542, 16.774
17925, -8.431, 5.057, 16.174, 1.464, 16.673
17930, -8.351, 4.979, 16.126, 1.387, 16.551
17935, -8.269, 4.904, 16.030, 1.313, 16.388
17940, -8.187, 4.826, 15.995, 1.237, 16.292
17945, -8.104, 4.747, 15.965, 1.160, 16.206
17950, -8.020, 4.668, 15.966, 1.085, 16.101
17955, -7.935, 4.586, 15.994, 1.010, 16.005
17960, -7.850, 4.509, 15.934, 0.939, 15.832
17965, -7.764, 4.433, 15.882, 0.862, 15.789
17970, -7.678, 4.356, 15.834, 0.792, 15.638
17975, -7.590, 4.285, 15.679, 0.720, 15.527
17980, -7.503, 4.216, 15.511, 0.649, 15.400
17985, -7.414, 4.147, 15.357, 0.580, 15.256
17990, -7.325, 4.080, 15.190, 0.511, 15.126
17995, -7.235, 4.014, 15.008, 0.443, 14.977
18000, -7.144, 3.951, 14.788, 0.376, 14.843
18005, -7.053, 3.888, 14.590, 0.313, 14.639
18010, -6.961, 3.825, 14.407, 0.250, 14.452
18015, -6.869, 3.765, 14.185, 0.187, 14.282
18020, -6.776, 3.707, 13.958, 0.123, 14.156
18025, -6.682, 3.641, 13.889, 0.058, 14.040
18030, -6.588, 3.578, 13.770, 6.282, 13.852
18035, -6.493, 3.514, 13.692, 6.220, 13.710
18040, -6.398, 3.452, 13.563, 6.160, 13.552
18045, -6.302, 3.391, 13.448, 6.099, 13.437
18050, -6.205, 3.334, 13.255, 6.039, 13.301
18055, -6.108, 3.280, 13.030, 5.981, 13.155
18060, -6.010, 3.222, 12.907, 5.924, 12.993
18065, -5.912, 3.172, 12.654, 5.866, 12.871
18070, -5.814, 3.107, 12.676, 5.809, 12.733
18075, -5.714, 3.044, 12.668, 5.751, 12.636
18080, -5.615, 2.980, 12.689, 5.694, 12.520
18085, -5.514, 2.917, 12.680, 5.640, 12.358
18090, -5.414, 2.852, 12.700, 5.585, 12.239
18095, -5.313, 2.791, 12.662, 5.531, 12.103
18100, -5.211, 2.737, 12.489, 5.481, 11.925
18105, -5.109, 2.687, 12.272, 5.432, 11.732
18110, -5.006, 2.638, 12.052, 5.381, 11.588
18115, -4.903, 2.592, 11.794, 5.332, 11.428
18120, -4.800, 2.545, 11.559, 5.284, 11.253
18125, -4.696, 2.499, 11.346, 5.235, 11.124
18130, -4.592, 2.455, 11.125, 5.186, 11.007
18135, -4.487, 2.410, 10.923, 5.135, 10.927
18140, -4.382, 2.366, 10.739, 5.086, 10.826
18145, -4.276, 2.321, 10.572, 5.040, 10.679
18150, -4.171, 2.277, 10.422, 4.997, 10.491
18155, -4.064, 2.236, 10.228, 4.954, 10.319
18160, -3.958, 2.194, 10.052, 4.911, 10.162
18165, -3.851, 2.154, 9.863, 4.872, 9.963
18170, -3.743, 2.110, 9.777, 4.832, 9.784
18175, -3.636, 2.070, 9.613, 4.793, 9.592
18180, -3.528, 2.028, 9.493, 4.757, 9.390
18185, -3.420, 1.989, 9.356, 4.721, 9.178
18190, -3.311, 1.950, 9.204, 4.684, 9.013
18195, -3.202, 1.913, 9.037, 4.646, 8.892
18200, -3.093, 1.875, 8.914, 4.612, 8.697
18205, -2.984, 1.840, 8.746, 4.580, 8.494
18210, -2.874, 1.801, 8.649, 4.546, 8.335
18215, -2.764, 1.765, 8.532, 4.514, 8.163
18220, -2.654, 1.731, 8.371, 4.480, 8.035
18225, -2.544, 1.700, 8.168, 4.445, 7.946
18230, -2.433, 1.671, 7.956, 4.414, 7.782
18235, -2.322, 1.645, 7.707, 4.385, 7.605
18240, -2.211, 1.614, 7.565, 4.355, 7.472
18245, -2.100, 1.587, 7.381, 4.324, 7.352
18250, -1.988, 1.553, 7.323, 4.293, 7.241
18255, -1.877, 1.519, 7.272, 4.266, 7.085
18260, -1.765, 1.485, 7.225, 4.241, 6.887
18265, -1.653, 1.455, 7.127, 4.216, 6.709
18270, -1.541, 1.424, 7.037, 4.195, 6.489
18275, -1.429, 1.396, 6.899, 4.172, 6.317
18280, -1.316, 1.372, 6.720, 4.152, 6.107
18285, -1.204, 1.350, 6.499, 4.129, 5.970
18290, -1.091, 1.333, 6.215, 4.111, 5.762
18295, -0.978, 1.318, 5.929, 4.094, 5.544
18300, -0.866, 1.307, 5.587, 4.078, 5.320
18305, -0.753, 1.292, 5.358, 4.061, 5.143
18310, -0.640, 1.274, 5.205, 4.048, 4.926
18315, -0.527, 1.255, 5.067, 4.034, 4.730
18320, -0.414, 1.237, 4.942, 4.022, 4.524
18325, -0.301, 1.218, 4.828, 4.009, 4.336
18330, -0.188, 1.204, 4.641, 4.000, 4.110
18335, -0.075, 1.194, 4.414, 3.991, 3.903
18340, 0.038, 1.186, 4.152, 3.985, 3.660
18345, 0.151, 1.178, 3.914, 3.979, 3.438
18350, 0.302, 1.171, 3.698, 3.972, 3.238
18355, 0.452, 1.163, 3.502, 3.968, 3.028
18360, 0.603, 1.154, 3.351, 3.965, 2.807
18365, 0.753, 1.146, 3.186, 3.963, 2.581
18370, 0.904, 1.142, 2.980, 3.963, 2.346
18375, 1.054, 1.138, 2.765, 3.962, 2.161
18380, 1.204, 1.138, 2.514, 3.963, 1.937
18385, 1.354, 1.137, 2.314, 3.963, 1.761
18390, 1.504, 1.135, 2.131, 3.966, 1.545
18395, 1.653, 1.134, 1.966, 3.968, 1.376
18400, 1.803, 1.135, 1.759, 3.972, 1.168
18405, 1.952, 1.134, 1.627, 3.979, 0.950
18410, 2.100, 1.135, 1.451, 3.983, 0.780
18415, 2.249, 1.134, 1.347, 3.991, 0.570
18420, 2.397, 1.134, 1.225, 3.999, 0.378
18425, 2.544, 1.135, 1.086, 4.008, 0.177
18430, 2.691, 1.135, 0.987, 4.018, -0.035
18435, 2.838, 1.135, 0.897, 4.031, -0.255
18440, 2.984, 1.135, 0.816, 4.043, -0.455
18445, 3.130, 1.135, 0.742, 4.055, -0.637
18450, 3.275, 1.138, 0.618, 4.071, -0.858
18455, 3.420, 1.148, 0.395, 4.088, -1.087
18460, 3.564, 1.158, 0.164, 4.104, -1.295
18465, 3.708, 1.169, -0.046, 4.121, -1.484
18470, 3.851, 1.183, -0.293, 4.141, -1.712
18475, 3.994, 1.197, -0.518, 4.163, -1.947
18480, 4.136, 1.211, -0.722, 4.186, -2.189
18485, 4.277, 1.226, -0.935, 4.209, -2.408
18490, 4.417, 1.243, -1.157, 4.232, -2.608
18495, 4.557, 1.261, -1.387, 4.258, -2.845
18500, 4.696, 1.281, -1.624, 4.284, -3.061
18505, 4.835, 1.301, -1.839, 4.312, -3.285
18510, 4.973, 1.321, -2.034, 4.342, -3.544
18515, 5.109, 1.344, -2.269, 4.371, -3.752
18520, 5.245, 1.366, -2.453, 4.402, -3.969
18525, 5.381, 1.390, -2.676, 4.434, -4.194
18530, 5.515, 1.416, -2.907, 4.468, -4.426
18535, 5.648, 1.442, -3.118, 4.502, -4.638
18540, 5.781, 1.471, -3.365, 4.539, -4.886
18545, 5.913, 1.502, -3.617, 4.574, -5.083
18550, 6.043, 1.533, -3.847, 4.611, -5.291
18555, 6.173, 1.567, -4.111, 4.651, -5.536
18560, 6.302, 1.599, -4.323, 4.691, -5.758
18565, 6.430, 1.631, -4.517, 4.730, -5.960
18570, 6.557, 1.666, -4.748, 4.772, -6.171
18575, 6.683, 1.697, -4.874, 4.813, -6.363
18580, 6.807, 1.728, -4.990, 4.858, -6.595
18585, 6.931, 1.763, -5.177, 4.902, -6.803
18590, 7.053, 1.798, -5.350, 4.945, -6.968
18595, 7.175, 1.837, -5.562, 4.991, -7.172
18600, 7.295, 1.875, -5.753, 5.040, -7.412
18605, 7.414, 1.916, -5.984, 5.088, -7.604
18610, 7.532, 1.956, -6.166, 5.135, -7.777
18615, 7.649, 1.999, -6.386, 5.186, -7.992
18620, 7.765, 2.041, -6.560, 5.235, -8.158
18625, 7.879, 2.087, -6.801, 5.287, -8.367
18630, 7.992, 2.131, -6.992, 5.341, -8.580
18635, 8.104, 2.179, -7.221, 5.392, -8.723
18640, 8.215, 2.226, -7.430, 5.447, -8.934
18645, 8.324, 2.280, -7.732, 5.504, -9.155
18650, 8.432, 2.332, -7.978, 5.561, -9.356
18655, 8.538, 2.381, -8.146, 5.616, -9.509
18660, 8.644, 2.432, -8.326, 5.676, -9.733
18665, 8.748, 2.481, -8.463, 5.735, -9.937
18670, 8.850, 2.530, -8.587, 5.795, -10.121
18675, 8.951, 2.584, -8.783, 5.858, -10.345
18680, 9.051, 2.636, -8.934, 5.918, -10.493
18685, 9.149, 2.693, -9.155, 5.982, -10.712
18690, 9.246, 2.750, -9.355, 6.047, -10.910
18695, 9.342, 2.805, -9.510, 6.116, -11.174
18700, 9.435, 2.866, -9.762, 6.188, -11.470
18705, 9.528, 2.924, -9.935, 6.259, -11.711
18710, 9.619, 2.983, -10.091, 0.046, -11.929
18715, 9.708, 3.047, -10.347, 0.115, -12.101
18720, 9.796, 3.115, -10.634, 0.187, -12.312
18725, 9.882, 3.179, -10.840, 0.258, -12.476
18730, 9.967, 3.244, -11.027, 0.328, -12.625
18735, 10.050, 3.307, -11.169, 0.397, -12.734
18740, 10.132, 3.366, -11.242, 0.465, -12.804
18745, 10.212, 3.432, -11.420, 0.534, -12.896
18750, 10.290, 3.492, -11.470, 0.603, -12.979
18755, 10.367, 3.558, -11.628, 0.671, -13.026
18760, 10.442, 3.626, -11.800, 0.747, -13.239
18765, 10.516, 3.695, -11.984, 0.822, -13.403
18770, 10.587, 3.767, -12.204, 0.902, -13.633
18775, 10.658, 3.844, -12.492, 0.982, -13.847
18780, 10.726, 3.923, -12.807, 1.057, -13.955
18785, 10.793, 4.000, -13.039, 1.138, -14.166
18790, 10.858, 4.078, -13.275, 1.218, -14.327
18795, 10.921, 4.154, -13.438, 1.297, -14.450
18800, 10.983, 4.230, -13.612, 1.379, -14.642
18805, 11.043, 4.302, -13.685, 1.456, -14.705
18810, 11.101, 4.376, -13.784, 1.539, -14.879
18815, 11.157, 4.448, -13.843, 1.622, -15.033
18820, 11.212, 4.517, -13.840, 1.703, -15.145
18825, 11.265, 4.591, -13.921, 1.781, -15.190
18830, 11.316, 4.678, -14.248, 1.864, -15.317
18835, 11.365, 4.767, -14.572, 1.946, -15.405
18840, 11.413, 4.858, -14.894, 2.028, -15.507
18845, 11.458, 4.945, -15.130, 2.111, -15.608
18850, 11.502, 5.027, -15.234, 2.194, -15.695
18855, 11.544, 5.103, -15.245, 2.279, -15.804
18860, 11.585, 5.183, -15.311, 2.363, -15.903
18865, 11.623, 5.255, -15.231, 2.449, -16.018
18870, 11.660, 5.323, -15.076, 2.536, -16.155
18875, 11.694, 5.398, -15.072, 2.621, -16.221
18880, 11.727, 5.476, -15.126, 2.708, -16.337
18885, 11.758, 5.561, -15.287, 2.799, -16.498
18890, 11.787, 5.649, -15.514, 2.888, -16.615
18895, 11.815, 5.734, -15.640, 2.975, -16.696
18900, 11.840, 5.820, -15.781, 3.064, -16.797
18905, 11.864, 5.904, -15.882, 3.155, -16.916
18910, 11.886, 5.990, -16.000, 3.254, -17.190
18915, 11.905, 6.076, -16.111, 3.360, -17.556
18920, 11.923, 6.164, -16.238, 3.454, -17.662
18925, 11.939, 6.257, -16.464, 3.550, -17.814
18930, 11.954, 0.071, -16.725, 3.644, -17.896
18935, 11.966, 0.163, -16.880, 3.736, -17.943
18940, 11.976, 0.253, -16.994, 3.830, -18.015
18945, 11.985, 0.344, -17.096, 3.919, -17.998
18950, 11.991, 0.431, -17.132, 4.012, -18.061
18955, 11.996, 0.520, -17.194, 4.106, -18.123
18960, 11.999, 0.612, -17.307, 4.196, -18.122
18965, 12.000, 0.709, -17.490, 4.287, -18.120
18970, 11.999, 0.807, -17.688, 4.373, -18.036
18975, 11.996, 0.905, -17.867, 4.462, -18.014
18980, 11.991, 0.996, -17.889, 4.559, -18.136
18985, 11.985, 1.089, -17.965, 4.655, -18.244
18990, 11.976, 1.180, -17.978, 4.750, -18.314
18995, 11.966, 1.266, -17.909, 4.844, -18.354
19000, 11.954, 1.347, -17.759, 4.936, -18.359
19005, 11.939, 1.435, -17.737, 5.033, -18.450
19010, 11.923, 1.531, -17.883, 5.126, -18.473
19015, 11.905, 1.637, -18.180, 5.220, -18.493
19020, 11.886, 1.741, -18.430, 5.310, -18.463
19025, 11.864, 1.840, -18.540, 5.404, -18.487
19030, 11.840, 1.935, -18.583, 5.498, -18.506
19035, 11.815, 2.022, -18.486, 5.593, -18.555
19040, 11.787, 2.107, -18.342, 5.691, -18.655
19045, 11.758, 2.188, -18.151, 5.786, -18.686
19050, 11.727, 2.266, -17.929, 5.883, -18.749
19055, 11.694, 2.358, -17.975, 5.978, -18.776
19060, 11.660, 2.453, -18.070, 6.071, -18.771
19065, 11.623, 2.555, -18.267, 6.165, -18.762
19070, 11.585, 2.656, -18.452, 6.256, -18.708
19075, 11.544, 2.753, -18.533, 0.064, -18.680
19080, 11.502, 2.837, -18.383, 0.160, -18.709
19085, 11.458, 2.917, -18.163, 0.256, -18.769
19090, 11.413, 2.997, -17.963, 0.361, -18.960
19095, 11.365, 3.076, -17.783, 0.468, -19.193
19100, 11.316, 3.168, -17.841, 0.571, -19.316
19105, 11.265, 3.273, -18.118, 0.666, -19.287
19110, 11.212, 3.376, -18.340, 0.760, -19.238
19115, 11.157, 3.472, -18.431, 0.852, -19.165
19120, 11.101, 3.557, -18.293, 0.947, -19.154
19125, 11.043, 3.630, -17.969, 1.042, -19.143
19130, 10.983, 3.704, -17.675, 1.135, -19.104
19135, 10.921, 3.784, -17.521, 1.229, -19.071
19140, 10.858, 3.876, -17.603, 1.320, -18.982
19145, 10.793, 3.972, -17.762, 1.413, -18.959
19150, 10.726, 4.071, -17.934, 1.504, -18.883
19155, 10.658, 4.166, -18.034, 1.590, -18.729
19160, 10.588, 4.266, -18.210, 1.674, -18.561
19165, 10.516, 4.358, -18.229, 1.758, -18.408
19170, 10.442, 4.448, -18.218, 1.843, -18.268
19175, 10.367, 4.540, -18.237, 1.927, -18.144
19180, 10.290, 4.628, -18.170, 2.012, -18.029
19185, 10.212, 4.712, -18.053, 2.094, -17.896
19190, 10.132, 4.796, -17.948, 2.182, -17.861
19195, 10.050, 4.878, -17.796, 2.268, -17.800
19200, 9.967, 4.956, -17.603, 2.355, -17.773
19205, 9.882, 5.034, -17.425, 2.446, -17.804
19210, 9.796, 5.114, -17.293, 2.533, -17.775
19215, 9.708, 5.195, -17.201, 2.619, -17.723
19220, 9.619, 5.284, -17.256, 2.704, -17.647
19225, 9.528, 5.369, -17.223, 2.788, -17.577
19230, 9.435, 5.456, -17.248, 2.869, -17.458
19235, 9.342, 5.542, -17.243, 2.947, -17.294
19240, 9.246, 5.626, -17.212, 3.029, -17.202
19245, 9.149, 5.709, -17.154, 3.116, -17.229
19250, 9.051, 5.791, -17.074, 3.199, -17.169
19255, 8.951, 5.867, -16.916, 3.280, -17.086
19260, 8.850, 5.944, -16.775, 3.374, -17.236
19265, 8.748, 6.024, -16.703, 3.462, -17.260
19270, 8.644, 6.102, -16.605, 3.540, -17.111
19275, 8.538, 6.182, -16.550, 3.618, -16.982
19280, 8.432, 6.269, -16.636, 3.692, -16.778
19285, 8.324, 0.069, -16.628, 3.768, -16.645
19290, 8.215, 0.155, -16.683, 3.845, -16.531
19295, 8.104, 0.241, -16.729, 3.920, -16.394
19300, 7.992, 0.322, -16.689, 3.997, -16.301
19305, 7.879, 0.399, -16.567, 4.069, -16.126
19310, 7.765, 0.471, -16.373, 4.144, -16.031
19315, 7.649, 0.542, -16.169, 4.218, -15.913
19320, 7.532, 0.621, -16.150, 4.292, -15.806
19325, 7.414, 0.698, -16.080, 4.362, -15.655
19330, 7.295, 0.769, -15.901, 4.431, -15.487
19335, 7.175, 0.841, -15.767, 4.500, -15.335
19340, 7.053, 0.907, -15.534, 4.568, -15.167
19345, 6.931, 0.974, -15.350, 4.632, -14.961
19350, 6.807, 1.040, -15.157, 4.686, -14.580
19355, 6.683, 1.103, -14.922, 4.744, -14.314
19360, 6.557, 1.166, -14.711, 4.804, -14.103
19365, 6.430, 1.227, -14.490, 4.865, -13.935
19370, 6.302, 1.292, -14.345, 4.927, -13.785
19375, 6.173, 1.359, -14.270, 4.987, -13.620
19380, 6.043, 1.425, -14.173, 5.048, -13.499
19385, 5.913, 1.493, -14.113, 5.106, -13.332
19390, 5.781, 1.559, -14.031, 5.165, -13.181
19395, 5.648, 1.623, -13.929, 5.224, -13.071
19400, 5.515, 1.683, -13.750, 5.281, -12.914
19405, 5.381, 1.745, -13.617, 5.340, -12.801
19410, 5.245, 1.801, -13.412, 5.395, -12.642
19415, 5.109, 1.855, -13.170, 5.450, -12.498
19420, 4.973, 1.909, -12.950, 5.504, -12.339
19425, 4.835, 1.959, -12.694, 5.559, -12.221
19430, 4.697, 2.010, -12.462, 5.614, -12.115
19435, 4.557, 2.064, -12.306, 5.671, -12.047
19440, 4.418, 2.117, -12.164, 5.726, -11.956
19445, 4.277, 2.168, -11.980, 5.780, -11.846
19450, 4.136, 2.222, -11.868, 5.831, -11.691
19455, 3.994, 2.272, -11.711, 5.880, -11.521
19460, 3.851, 2.326, -11.622, 5.924, -11.282
19465, 3.708, 2.374, -11.432, 5.970, -11.095
19470, 3.565, 2.418, -11.202, 6.013, -10.867
19475, 3.420, 2.461, -10.966, 6.056, -10.661
19480, 3.275, 2.506, -10.779, 6.099, -10.474
19485, 3.130, 2.545, -10.524, 6.139, -10.246
19490, 2.984, 2.588, -10.348, 6.182, -10.095
19495, 2.838, 2.627, -10.106, 6.220, -9.876
19500, 2.691, 2.667, -9.913, 6.257, -9.648
19505, 2.544, 2.705, -9.710, 0.009, -9.413
19510, 2.397, 2.745, -9.552, 0.044, -9.198
19515, 2.249, 2.785, -9.411, 0.078, -8.977
19520, 2.100, 2.823, -9.253, 0.109, -8.718
19525, 1.952, 2.857, -9.027, 0.138, -8.457
19530, 1.803, 2.892, -8.848, 0.167, -8.218
19535, 1.654, 2.924, -8.629, 0.196, -8.000
19540, 1.504, 2.958, -8.460, 0.226, -7.804
19545, 1.354, 2.995, -8.360, 0.255, -7.624
19550, 1.204, 3.033, -8.298, 0.281, -7.406
19555, 1.054, 3.070, -8.214, 0.304, -7.152
19560, 0.904, 3.101, -8.025, 0.327, -6.919
19565, 0.754, 3.132, -7.855, 0.348, -6.683
19570, 0.603, 3.161, -7.671, 0.367, -6.409
19575, 0.452, 3.190, -7.504, 0.384, -6.134
19580, 0.302, 3.213, -7.241, 0.397, -5.828
19585, 0.151, 3.230, -6.890, 0.413, -5.577
19590, 0.000, 3.239, -6.430, 0.425, -5.293
19595, -0.151, 3.245, -5.958, 0.434, -4.980
19600, -0.302, 3.250, -5.501, 0.442, -4.668
19605, -0.452, 3.254, -5.085, 0.446, -4.327
19610, -0.603, 3.257, -4.679, 0.453, -4.046
19615, -0.753, 3.265, -4.393, 0.457, -3.762
19620, -0.904, 3.276, -4.189, 0.460, -3.475
19625, -1.054, 3.284, -3.948, 0.463, -3.215
19630, -1.204, 3.288, -3.673, 0.463, -2.923
19635, -1.354, 3.291, -3.395, 0.462, -2.630
19640, -1.504, 3.297, -3.198, 0.460, -2.363
19645, -1.653, 3.299, -2.936, 0.459, -2.120
19650, -1.803, 3.302, -2.725, 0.457, -1.900
19655, -1.952, 3.303, -2.505, 0.454, -1.671
19660, -2.100, 3.303, -2.277, 0.450, -1.436
19665, -2.249, 3.303, -2.070, 0.445, -1.221
19670, -2.396, 3.303, -1.882, 0.437, -0.971
19675, -2.544, 3.303, -1.711, 0.430, -0.743
19680, -2.691, 3.302, -1.528, 0.422, -0.536
19685, -2.838, 3.294, -1.250, 0.413, -0.320
19690, -2.984, 3.285, -0.969, 0.404, -0.123
19695, -3.130, 3.277, -0.741, 0.391, 0.111
19700, -3.275, 3.268, -0.506, 0.377, 0.352
19705, -3.420, 3.259, -0.293, 0.364, 0.571
19710, -3.564, 3.250, -0.099, 0.350, 0.770
19715, -3.708, 3.239, 0.105, 0.334, 0.979
19720, -3.851, 3.227, 0.319, 0.316, 1.225
19725, -3.994, 3.216, 0.485, 0.298, 1.448
19730, -4.136, 3.207, 0.609, 0.276, 1.707
19735, -4.277, 3.195, 0.777, 0.258, 1.887
19740, -4.417, 3.176, 1.041, 0.236, 2.106
19745, -4.557, 3.155, 1.337, 0.212, 2.361
19750, -4.696, 3.130, 1.662, 0.187, 2.593
19755, -4.835, 3.104, 1.985, 0.163, 2.803
19760, -4.972, 3.079, 2.252, 0.137, 3.023
19765, -5.109, 3.052, 2.549, 0.109, 3.250
19770, -5.245, 3.027, 2.764, 0.080, 3.485
19775, -5.381, 3.001, 2.988, 0.049, 3.725
19780, -5.515, 2.977, 3.162, 0.018, 3.946
19785, -5.648, 2.954, 3.293, 6.271, 4.145
19790, -5.781, 2.932, 3.385, 6.237, 4.381
19795, -5.913, 2.906, 3.551, 6.203, 4.598
19800, -6.043, 2.877, 3.759, 6.167, 4.850
19805, -6.173, 2.846, 3.975, 6.130, 5.079
19810, -6.302, 2.814, 4.200, 6.091, 5.315
19815, -6.430, 2.782, 4.404, 6.053, 5.528
19820, -6.557, 2.746, 4.646, 6.012, 5.780
19825, -6.682, 2.711, 4.865, 5.970, 6.009
19830, -6.807, 2.677, 5.037, 5.929, 6.215
19835, -6.931, 2.639, 5.277, 5.886, 6.432
19840, -7.053, 2.601, 5.495, 5.841, 6.657
19845, -7.175, 2.562, 5.694, 5.795, 6.888
19850, -7.295, 2.522, 5.902, 5.749, 7.100
19855, -7.414, 2.480, 6.147, 5.703, 7.292
19860, -7.532, 2.441, 6.286, 5.654, 7.521
19865, -7.649, 2.400, 6.468, 5.605, 7.730
19870, -7.765, 2.354, 6.718, 5.554, 7.948
19875, -7.879, 2.308, 6.944, 5.505, 8.119
19880, -7.992, 2.263, 7.122, 5.453, 8.329
19885, -8.104, 2.219, 7.284, 5.399, 8.549
19890, -8.215, 2.167, 7.572, 5.346, 8.749
19895, -8.324, 2.114, 7.833, 5.289, 8.986
19900, -8.432, 2.062, 8.069, 5.235, 9.146
19905, -8.538, 2.012, 8.257, 5.178, 9.347
19910, -8.644, 1.958, 8.483, 5.119, 9.585
19915, -8.748, 1.904, 8.689, 5.059, 9.801
19920, -8.850, 1.854, 8.820, 4.999, 10.000
19925, -8.951, 1.800, 8.995, 4.941, 10.149
19930, -9.051, 1.746, 9.154, 4.876, 10.400
19935, -9.149, 1.689, 9.355, 4.815, 10.571
19940, -9.246, 1.633, 9.537, 4.749, 10.810
19945, -9.342, 1.577, 9.675, 4.683, 11.027
19950, -9.435, 1.510, 10.023, 4.618, 11.196
19955, -9.528, 1.445, 10.284, 4.549, 11.434
19960, -9.619, 1.381, 10.522, 4.477, 11.707
19965, -9.708, 1.316, 10.735, 4.408, 11.896
19970, -9.796, 1.254, 10.906, 4.339, 12.073
19975, -9.882, 1.191, 11.059, 4.266, 12.315
19980, -9.967, 1.123, 11.280, 4.192, 12.532
